Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Saint Kitts and Nevis	0.006	1.1e-07	0.146	2.79e-06	0.0	0.0	0.0	1e-08
Guatemala	89.849	5.21e-06	18739.956	0.00108651	3.312	1.9e-07	98.192	5.69e-06
Jamaica	1.115	3.8e-07	547.053	0.0001864	0.056	2e-08	3.05	1.04e-06
Saint Vincent and the Grenadines	0.004	3e-08	0.765	6.94e-06	0.0	0.0	0.004	4e-08
Saint Lucia	0.01	5e-08	2.084	1.146e-05	0.0	0.0	0.011	6e-08
The Bahamas	0.071	1.8e-07	9.266	2.403e-05	0.002	1e-08	0.046	1.2e-07
Panama	1.505	3.6e-07	1109.553	0.00026564	0.09	2e-08	6.269	1.5e-06
El Salvador	30.239	4.71e-06	2499.165	0.00038923	0.779	1.2e-07	10.523	1.64e-06
Haiti	106.767	9.6e-06	7409.605	0.00066614	2.498	2.2e-07	29.243	2.63e-06
Antigua and Barbuda	0.002	2e-08	0.586	6.09e-06	0.0	0.0	0.003	3e-08
Dominica	0.007	1e-07	0.297	4.15e-06	0.0	0.0	0.001	1e-08
Trinidad and Tobago	0.583	4.2e-07	121.686	8.755e-05	0.022	2e-08	0.638	4.6e-07
Honduras	11.898	1.24e-06	5838.059	0.00060892	0.595	6e-08	32.554	3.4e-06
Nicaragua	30.662	4.74e-06	2534.138	0.00039195	0.79	1.2e-07	10.67	1.65e-06
Cuba	22.187	1.96e-06	8148.041	0.00071864	1.032	9e-08	44.695	3.94e-06
