Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Saint Kitts and Nevis	0.009	1.8e-07	0.09	1.71e-06	0.0	0.0	0.0	0.0
Guatemala	320.89	1.86e-05	17559.082	0.00101805	6.084	3.5e-07	64.306	3.73e-06
Jamaica	5.575	1.9e-06	527.727	0.00017981	0.158	5e-08	2.357	8e-07
Saint Vincent and the Grenadines	0.013	1.2e-07	0.717	6.51e-06	0.0	0.0	0.003	2e-08
Saint Lucia	0.036	2e-07	1.953	1.074e-05	0.001	0.0	0.007	4e-08
The Bahamas	0.237	6.2e-07	8.419	2.183e-05	0.003	1e-08	0.026	7e-08
Panama	9.786	2.34e-06	1078.69	0.00025825	0.303	7e-08	5.077	1.22e-06
Costa Rica	5.392	1.08e-06	1579.896	0.00031601	0.239	5e-08	8.489	1.7e-06
El Salvador	103.168	1.607e-05	2102.501	0.00032745	0.832	1.3e-07	4.653	7.2e-07
Haiti	357.668	3.216e-05	6000.285	0.00053944	2.37	2.1e-07	11.467	1.03e-06
Antigua and Barbuda	0.008	8e-08	0.555	5.77e-06	0.0	0.0	0.002	2e-08
Dominica	0.016	2.3e-07	0.218	3.05e-06	0.0	0.0	0.0	0.0
Trinidad and Tobago	2.084	1.5e-06	114.018	8.204e-05	0.04	3e-08	0.418	3e-07
Honduras	59.491	6.21e-06	5631.824	0.00058741	1.69	1.8e-07	25.153	2.62e-06
Nicaragua	104.612	1.618e-05	2131.922	0.00032974	0.844	1.3e-07	4.718	7.3e-07
Cuba	94.293	8.32e-06	7793.055	0.00068733	2.429	2.1e-07	32.814	2.89e-06
Paraguay	18.79	2.7e-06	3033.483	0.00043609	0.626	9e-08	15.433	2.22e-06
