Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guatemala	102.685	5.95e-06	231.041	1.34e-05	0.0	0.0	0.0	0.0
Jamaica	8.919	3.04e-06	25.271	8.61e-06	0.0	0.0	0.0	0.0
Saint Vincent and the Grenadines	0.004	4e-08	0.009	9e-08	0.0	0.0	0.0	0.0
Saint Lucia	0.011	6e-08	0.026	1.4e-07	0.0	0.0	0.0	0.0
Dominican Republic	389.828	3.668e-05	3683.873	0.00034665	0.702	7e-08	1.988	1.9e-07
The Bahamas	0.013	3e-08	0.032	8e-08	0.0	0.0	0.0	0.0
Panama	27.099	6.49e-06	78.286	1.874e-05	0.0	0.0	0.0	0.0
Costa Rica	79.804	1.596e-05	386.077	7.722e-05	0.013	0.0	0.032	1e-08
El Salvador	1.779	2.8e-07	1.779	2.8e-07	0.0	0.0	0.0	0.0
Haiti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mexico	53591.74	0.00042469	627298.193	0.00497103	206.122	1.63e-06	634.856	5.03e-06
Antigua and Barbuda	0.004	5e-08	0.012	1.2e-07	0.0	0.0	0.0	0.0
Trinidad and Tobago	0.667	4.8e-07	1.5	1.08e-06	0.0	0.0	0.0	0.0
Honduras	95.186	9.93e-06	269.693	2.813e-05	0.0	0.0	0.0	0.0
Nicaragua	1.804	2.8e-07	1.804	2.8e-07	0.0	0.0	0.0	0.0
Cuba	83.2	7.34e-06	244.053	2.152e-05	0.0	0.0	0.0	0.0
Paraguay	127.352	1.831e-05	448.864	6.453e-05	0.013	0.0	0.025	0.0
