Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Saint Kitts and Nevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guatemala	782.971	4.54e-05	2759.651	0.00016	0.077	0.0	0.154	1e-08
Jamaica	28.988	9.88e-06	162.035	5.521e-05	0.011	0.0	0.022	1e-08
Saint Vincent and the Grenadines	0.032	2.9e-07	0.113	1.02e-06	0.0	0.0	0.0	0.0
Saint Lucia	0.087	4.8e-07	0.307	1.69e-06	0.0	0.0	0.0	0.0
Dominican Republic	282.625	2.659e-05	5759.705	0.00054198	2.28	2.1e-07	12.747	1.2e-06
The Bahamas	0.231	6e-07	0.667	1.73e-06	0.0	0.0	0.0	0.0
Panama	59.467	1.424e-05	387.666	9.281e-05	0.036	1e-08	0.081	2e-08
Costa Rica	85.196	1.704e-05	900.487	0.00018012	0.233	5e-08	0.673	1.3e-07
El Salvador	19.566	3.05e-06	51.584	8.03e-06	0.0	0.0	0.0	0.0
Haiti	42.707	3.84e-06	96.09	8.64e-06	0.0	0.0	0.0	0.0
Mexico	29544.165	0.00023412	876018.834	0.00694202	329.795	2.61e-06	2452.853	1.944e-05
Antigua and Barbuda	0.028	2.9e-07	0.114	1.18e-06	0.0	0.0	0.0	0.0
Dominica	0.0	1e-08	0.001	2e-08	0.0	0.0	0.0	0.0
Trinidad and Tobago	5.084	3.66e-06	17.92	1.289e-05	0.001	0.0	0.001	0.0
Honduras	309.354	3.227e-05	1729.208	0.00018036	0.119	1e-08	0.238	2e-08
Nicaragua	19.84	3.07e-06	52.306	8.09e-06	0.0	0.0	0.0	0.0
Cuba	410.453	3.62e-05	1985.704	0.00017513	0.067	1e-08	0.166	1e-08
Paraguay	169.107	2.431e-05	1411.311	0.00020289	0.188	3e-08	0.551	8e-08
