Name	Confirmed	Deaths	Recovered	Active
Alachua	71	0	0	0
Osceola	83	0	0	0
Okaloosa	31	0	0	0
Jackson	1	0	0	0
Seminole	76	0	0	0
Gulf	0	0	0	0
Lake	38	0	0	0
Volusia	47	1	0	0
Duval	125	3	0	0
Sumter	43	0	0	0
Calhoun	0	0	0	0
Liberty	0	0	0	0
Hillsborough	218	2	0	0
Orange	246	4	0	0
Brevard	28	0	0	0
Miami-Dade	1192	3	0	0
Santa Rosa	20	1	0	0
Flagler	13	0	0	0
Desoto	7	0	0	0
Pasco	34	2	0	0
Indian River	17	0	0	0
Levy	2	0	0	0
Columbia	3	0	0	0
Lee	124	6	0	0
Walton	15	0	0	0
Citrus	15	1	0	0
Martin	26	0	0	0
Okeechobee	0	0	0	0
Manatee	33	1	0	0
Union	0	0	0	0
Hernando	14	0	0	0
Hamilton	0	0	0	0
Nassau	7	0	0	0
Broward	838	11	0	0
Putnam	12	0	0	0
Saint Lucie	23	1	0	0
Suwannee	1	0	0	0
Bradford	1	0	0	0
Hendry	1	0	0	0
Highlands	10	1	0	0
Gadsden	1	0	0	0
Baker	7	0	0	0
Bay	6	0	0	0
Gilchrist	0	0	0	0
Taylor	0	0	0	0
Glades	0	0	0	0
Franklin	0	0	0	0
Pinellas	113	4	0	0
Clay	30	4	0	0
Hardee	0	0	0	0
Saint Johns	50	2	0	0
Holmes	0	0	0	0
Charlotte	16	0	0	0
Madison	0	0	0	0
Palm Beach	333	5	0	0
Dixie	0	0	0	0
Polk	39	0	0	0
Washington	1	0	0	0
Leon	18	0	0	0
Sarasota	50	2	0	0
Jefferson	0	0	0	0
Marion	20	0	0	0
Wakulla	0	0	0	0
Escambia	30	0	0	0
Collier	95	0	0	0
Unassigned	0	2	0	0
Lafayette	0	0	0	0
Monroe	22	0	0	0
