Name	Confirmed	Deaths	Recovered	Active
Alachua	35	0	0	0
Pasco	11	1	0	0
Jackson	1	0	0	0
Santa Rosa	4	1	0	0
Saint Johns	16	0	0	0
Union	0	0	0	0
Volusia	14	0	0	0
Duval	39	1	0	0
Sumter	5	0	0	0
Lake	6	0	0	0
Saint Lucie	3	0	0	0
Hillsborough	58	0	0	0
Flagler	1	0	0	0
Okaloosa	14	0	0	0
Miami-Dade	227	0	0	0
Seminole	19	0	0	0
Orange	33	2	0	0
Desoto	1	0	0	0
Indian River	8	0	0	0
Levy	0	0	0	0
Hardee	0	0	0	0
Columbia	2	0	0	0
Lee	26	2	0	0
Gulf	0	0	0	0
Sarasota	15	0	0	0
Martin	2	0	0	0
Okeechobee	0	0	0	0
Manatee	13	1	0	0
Walton	4	0	0	0
Hernando	5	0	0	0
Hamilton	0	0	0	0
Nassau	1	0	0	0
Broward	217	3	0	0
Putnam	2	0	0	0
Suwannee	0	0	0	0
Bradford	1	0	0	0
Hendry	0	0	0	0
Highlands	1	0	0	0
Liberty	0	0	0	0
Gadsden	1	0	0	0
Baker	2	0	0	0
Osceola	24	0	0	0
Gilchrist	0	0	0	0
Taylor	0	0	0	0
Glades	0	0	0	0
Franklin	0	0	0	0
Pinellas	38	0	0	0
Clay	7	1	0	0
Calhoun	0	0	0	0
Bay	1	0	0	0
Holmes	0	0	0	0
Charlotte	2	0	0	0
Madison	0	0	0	0
Palm Beach	72	0	0	0
Dixie	0	0	0	0
Lafayette	0	0	0	0
Washington	0	0	0	0
Leon	5	1	0	0
Jefferson	0	0	0	0
Citrus	8	0	0	0
Brevard	7	0	0	0
Marion	3	0	0	0
Wakulla	0	0	0	0
Escambia	4	0	0	0
Collier	33	0	0	0
Unassigned	1	0	0	0
Polk	11	0	0	0
Monroe	1	0	0	0
