Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Pottawatomie	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Pottawatomie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-23
Pottawatomie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-24
Pottawatomie	1	0	0	0	1.376e-5	0	5	2	1.25	6.88e-5	2.752e-5	1.72e-5	1	0	0	0	2020-03-25
Pottawatomie	2	0	0	0	2.752e-5	0	10	4	2.5	1.376e-4	5.504e-5	3.44e-5	1	0	0	0	2020-03-26
Pottawatomie	2	0	0	0	2.752e-5	0	10	4	2.5	1.376e-4	5.504e-5	3.44e-5	0	0	0	0	2020-03-27
Pottawatomie	2	0	0	0	2.752e-5	0	10	4	2.5	1.376e-4	5.504e-5	3.44e-5	0	0	0	0	2020-03-28
Pottawatomie	2	0	0	0	2.752e-5	0	10	4	2.5	1.376e-4	5.504e-5	3.44e-5	0	0	0	0	2020-03-29
Pottawatomie	2	0	0	0	2.752e-5	0	10	4	2.5	1.376e-4	5.504e-5	3.44e-5	0	0	0	0	2020-03-30
Pottawatomie	5	0	0	0	6.88e-05	0.0	25	10	6.25	0.000344	0.0001376	8.6e-05	3	0	0	0	2020-03-31
Pottawatomie	6	0	0	0	8.255e-05	0.0	30	12	7.5	0.00041275	0.0001651	0.0001031875	1	0	-66.7	0	2020-04-01
Pottawatomie	9	0	0	0	0.00012383	0.0	45	18	11.25	0.00061915	0.00024766	0.0001547875	3	0	200	0	2020-04-02
Pottawatomie	11	0	0	0	0.00015135	0.0	55	22	13.75	0.00075675	0.0003027	0.0001891875	2	0	-33.3	0	2020-04-03
Pottawatomie	11	0	0	0	0.00015135	0.0	55	22	13.75	0.00075675	0.0003027	0.0001891875	0	0	-100	0	2020-04-04
Pottawatomie	12	0	0	0	0.00016511	0.0	60	24	15	0.00082555	0.00033022	0.0002063875	1	0	0	0	2020-04-05
