Name	Confirmed	Deaths	Recovered	Active
Lancaster	7	0	0	0
Colleton	1	0	0	0
Richland	43	0	0	0
Cherokee	0	0	0	0
Sumter	4	0	0	0
Calhoun	1	0	0	0
Fairfield	2	0	0	0
Spartanburg	3	0	0	0
Anderson	15	0	0	0
Laurens	0	0	0	0
Union	0	0	0	0
Horry	16	0	0	0
Kershaw	54	1	0	0
Pickens	1	0	0	0
Williamsburg	0	0	0	0
Georgetown	2	0	0	0
Dorchester	2	0	0	0
Allendale	0	0	0	0
Marlboro	0	0	0	0
Saluda	1	0	0	0
Clarendon	4	1	0	0
Newberry	1	0	0	0
York	7	0	0	0
Berkeley	4	0	0	0
Beaufort	21	0	0	0
Barnwell	0	0	0	0
Orangeburg	8	0	0	0
Abbeville	1	0	0	0
McCormick	0	0	0	0
Bamberg	0	0	0	0
Lexington	17	1	0	0
Greenville	31	0	0	0
Chester	1	0	0	0
Charleston	31	1	0	0
Chesterfield	0	0	0	0
Lee	2	0	0	0
Hampton	0	0	0	0
Edgefield	1	0	0	0
Aiken	1	0	0	0
Dillon	1	0	0	0
Marion	0	0	0	0
Jasper	1	0	0	0
Darlington	7	0	0	0
Oconee	2	0	0	0
Greenwood	2	0	0	0
Florence	3	1	0	0
