Name	Confirmed	Deaths	Recovered	Active
Washington	0	0	0	0
Nez Perce	1	0	0	0
Gooding	0	0	0	0
Clearwater	0	0	0	0
Benewah	0	0	0	0
Ada	24	0	0	0
Boundary	0	0	0	0
Valley	1	0	0	0
Teton	2	0	0	0
Idaho	0	0	0	0
Bingham	2	0	0	0
Owyhee	0	0	0	0
Custer	0	0	0	0
Fremont	0	0	0	0
Elmore	0	0	0	0
Boise	0	0	0	0
Bonneville	0	0	0	0
Butte	0	0	0	0
Twin Falls	1	0	0	0
Gem	0	0	0	0
Lincoln	0	0	0	0
Adams	0	0	0	0
Lemhi	0	0	0	0
Oneida	0	0	0	0
Bannock	2	0	0	0
Franklin	0	0	0	0
Payette	0	0	0	0
Caribou	0	0	0	0
Latah	0	0	0	0
Madison	2	0	0	0
Kootenai	8	0	0	0
Power	0	0	0	0
Clark	0	0	0	0
Lewis	0	0	0	0
Bear Lake	0	0	0	0
Camas	0	0	0	0
Canyon	5	0	0	0
Jefferson	2	0	0	0
Blaine	40	0	0	0
Bonner	0	0	0	0
Cassia	1	0	0	0
Minidoka	0	0	0	0
Jerome	0	0	0	0
Shoshone	0	0	0	0
