Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Howard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Howard	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-23
Howard	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-24
Howard	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-25
Howard	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-26
Howard	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	2020-03-27
Howard	0	0	0	0	0	0	0	0	0	0	0	0	2020-03-28
Howard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-29
Howard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-30
Howard	2.0	0.0	0.0	2.0	0.00030921	0.0	10.0	4.0	2.5	0.00154605	0.00061842	0.0003865125	2020-04-17
Howard	2.0	0.0	0.0	2.0	0.00030921	0.0	10.0	4.0	2.5	0.00154605	0.00061842	0.0003865125	2020-04-18
Howard	3.0	0.0	0.0	3.0	0.00046382	0.0	15.0	6.0	3.75	0.0023191	0.00092764	0.000579775	2020-04-19
Howard	3.0	0.0	0.0	3.0	0.00046382	0.0	15.0	6.0	3.75	0.0023191	0.00092764	0.000579775	2020-04-20
Howard	4.0	0.0	0.0	4.0	0.00061843	0.0	20.0	8.0	5.0	0.00309215	0.00123686	0.0007730375	2020-04-21
Howard	5.0	0.0	0.0	5.0	0.00077304	0.0	25.0	10.0	6.25	0.0038652	0.00154608	0.0009663	2020-04-22
Howard	9.0	0.0	0.0	9.0	0.00139147	0.0	45.0	18.0	11.25	0.00695735	0.00278294	0.0017393375	2020-04-23
Howard	9.0	0.0	0.0	9.0	0.00139147	0.0	45.0	18.0	11.25	0.00695735	0.00278294	0.0017393375	2020-04-24
Howard	11.0	0.0	0.0	11.0	0.00170068	0.0	55.0	22.0	13.75	0.0085034	0.00340136	0.00212585	2020-04-25
Howard	12.0	0.0	0.0	12.0	0.00185529	0.0	60.0	24.0	15.0	0.00927645	0.00371058	0.0023191125	2020-04-26
Howard	10.0	0.0	0.0	10.0	0.00154607	0.0	50.0	20.0	12.5	0.00773035	0.00309214	0.0019325875	2020-04-27
Howard	10.0	0.0	0.0	10.0	0.00154607	0.0	50.0	20.0	12.5	0.00773035	0.00309214	0.0019325875	2020-04-28
