Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	0.548	1.378	1.87e-06	4.69e-06
Somerset	0.0	0.0	0.0	0.0
Lincoln	0.175	0.355	5.09e-06	1.032e-05
Penobscot	1.69	3.427	1.119e-05	2.268e-05
Washington	0.808	1.637	2.567e-05	5.198e-05
Oxford	0.233	0.473	4.05e-06	8.2e-06
Sagadahoc	0.031	0.072	8.6e-07	2.03e-06
Kennebec	0.284	0.685	2.33e-06	5.61e-06
Androscoggin	0.06	0.152	5.6e-07	1.41e-06
Unassigned	0.0	0.0	N/A	N/A
Franklin	0.323	0.655	1.082e-05	2.19e-05
Hancock	2.486	5.037	4.535e-05	9.19e-05
Aroostook	1.617	3.274	2.409e-05	4.878e-05
Knox	0.02	0.048	5.1e-07	1.21e-06
York	4.948	10.133	2.399e-05	4.914e-05
Waldo	0.567	1.15	1.428e-05	2.897e-05
