Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	0.83	0.83	2.83e-06	2.83e-06
Somerset	0.0	0.0	0.0	0.0
Lincoln	0.18	0.18	5.23e-06	5.23e-06
Penobscot	1.737	1.737	1.149e-05	1.149e-05
Washington	0.829	0.829	2.631e-05	2.631e-05
Oxford	0.24	0.24	4.16e-06	4.16e-06
Sagadahoc	0.042	0.042	1.17e-06	1.17e-06
Kennebec	0.4	0.4	3.28e-06	3.28e-06
Androscoggin	0.091	0.091	8.5e-07	8.5e-07
Unassigned	0.0	0.0	N/A	N/A
Franklin	0.331	0.331	1.108e-05	1.108e-05
Hancock	2.551	2.551	4.655e-05	4.655e-05
Aroostook	1.657	1.657	2.469e-05	2.469e-05
Knox	0.028	0.028	7e-07	7e-07
York	5.185	5.185	2.514e-05	2.514e-05
Waldo	0.583	0.583	1.468e-05	1.468e-05
