Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	4.851	4.851	1.653e-05	1.653e-05
Somerset	0.255	0.255	5.04e-06	5.04e-06
Lincoln	0.12	0.12	3.49e-06	3.49e-06
Penobscot	1.657	1.657	1.097e-05	1.097e-05
Washington	0.829	0.829	2.631e-05	2.631e-05
Oxford	0.177	0.177	3.07e-06	3.07e-06
Sagadahoc	0.207	0.207	5.81e-06	5.81e-06
Kennebec	1.109	1.109	9.08e-06	9.08e-06
Androscoggin	0.091	0.091	8.5e-07	8.5e-07
Unassigned	-1.049	-1.049	N/A	N/A
Franklin	0.387	0.387	1.293e-05	1.293e-05
Hancock	3.402	3.402	6.206e-05	6.206e-05
Aroostook	1.657	1.657	2.469e-05	2.469e-05
Knox	0.16	0.16	4.02e-06	4.02e-06
York	5.334	5.334	2.587e-05	2.587e-05
Waldo	1.632	1.632	4.111e-05	4.111e-05
