Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	8.333	8.333	2.839e-05	2.839e-05
Somerset	2.018	2.018	3.989e-05	3.989e-05
Lincoln	0.0	0.0	0.0	0.0
Penobscot	1.333	1.333	8.82e-06	8.82e-06
Washington	0.0	0.0	0.0	0.0
Oxford	0.333	0.333	5.78e-06	5.78e-06
Sagadahoc	0.333	0.333	9.35e-06	9.35e-06
Kennebec	1.0	1.0	8.19e-06	8.19e-06
Androscoggin	0.667	0.667	6.19e-06	6.19e-06
Unassigned	0.412	0.412	N/A	N/A
Franklin	0.0	0.0	0.0	0.0
Hancock	0.0	0.0	0.0	0.0
Aroostook	0.0	0.0	0.0	0.0
Knox	0.0	0.0	0.0	0.0
York	6.0	6.0	2.909e-05	2.909e-05
Waldo	0.0	0.0	0.0	0.0
