Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Unassigned	36.0	10.0	0.0	0.0	N/A	N/A	3333.33333333	1538.46153846	1000.0	N/A	N/A	N/A	2020-03-22
Unassigned	45	10	0	0	N/A	N/A	3333.33333333	1538.46153846	1000	N/A	N/A	N/A	9	0	2020-03-23
Unassigned	81	17	0	0	N/A	N/A	5666.66666667	2615.38461538	1700	N/A	N/A	N/A	36	7	0	0	2020-03-24
Unassigned	146	24	0	0	N/A	N/A	8000	3692.30769231	2400	N/A	N/A	N/A	65	7	0	0	2020-03-25
Unassigned	166	32	0	0	N/A	N/A	10666.6666667	4923.07692308	3200	N/A	N/A	N/A	20	8	0	0	2020-03-26
Unassigned	217	42	0	0	N/A	N/A	14000	6461.53846154	4200	N/A	N/A	N/A	51	10	0	0	2020-03-27
Unassigned	230	2	0	0	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	13	-40	0	0	2020-03-28
Unassigned	262	2	0	0	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	32	0	0	0	2020-03-29
Unassigned	164	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	-98	-1	0	0	2020-03-30
Unassigned	165	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	1	0	-101	0	2020-03-31
Unassigned	516	2	0	0	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	351	1	35000	0	2020-04-01
Unassigned	778	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	262	-1	-25.4	-200	2020-04-02
Unassigned	507	4	0	0	N/A	N/A	1333.33333333	615.384615385	400	N/A	N/A	N/A	-271	3	0	0	2020-04-03
Unassigned	245	4	0	0	N/A	N/A	1333.33333333	615.384615385	400	N/A	N/A	N/A	-262	0	0	0	2020-04-04
Unassigned	278	5	0	0	N/A	N/A	1666.66666667	769.230769231	500	N/A	N/A	N/A	33	1	0	0	2020-04-05
