Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Schoolcraft	0.0	0.0	0.0	0.0
Eaton	0.002	280.044	2e-08	0.00254989
Wexford	0.295	460.803	8.81e-06	0.01376929
Roscommon	0.295	460.803	1.235e-05	0.01929338
Antrim	0.0	0.0	0.0	0.0
Saginaw	2.614	8540.73	1.37e-05	0.04476274
Houghton	0.0	0.0	0.0	0.0
Macomb	0.208	20350.395	2.4e-07	0.023264
Lapeer	3.6	6450.213	4.09e-05	0.07327456
Kalkaska	0.0	0.0	0.0	0.0
Ogemaw	0.0	0.0	0.0	0.0
Tuscola	1.181	1843.223	2.249e-05	0.03509831
Allegan	2.657	4147.256	2.265e-05	0.03534784
Grand Traverse	0.59	921.612	6.37e-06	0.00995552
Manistee	0.514	921.459	2.096e-05	0.03756764
Cass	0.0	0.0	0.0	0.0
Missaukee	0.0	0.0	0.0	0.0
Ontonagon	0.0	0.0	0.0	0.0
Bay	0.01	604.082	1e-07	0.00581278
Hillsdale	4.114	7371.672	8.993e-05	0.16113296
Gratiot	0.0	0.0	0.0	0.0
Chippewa	0.0	0.0	0.0	0.0
Isabella	1.286	2303.642	1.823e-05	0.03264706
Marquette	1.8	3225.105	2.706e-05	0.04848615
Oscoda	0.0	0.0	0.0	0.0
Benzie	0.0	0.0	0.0	0.0
Iosco	0.438	921.074	1.746e-05	0.03672397
Midland	0.182	595.865	2.19e-06	0.00716106
Gladwin	0.59	921.612	2.329e-05	0.03637416
Oceana	0.0	0.0	0.0	0.0
Gogebic	0.0	0.0	0.0	0.0
Barry	0.886	1382.421	1.449e-05	0.02260446
Leelanau	0.0	0.0	0.0	0.0
Ingham	0.93	4271.242	3.18e-06	0.01459081
Charlevoix	0.295	460.803	1.124e-05	0.01755841
Clare	0.0	0.0	0.0	0.0
Out of MI	5.019	7833.696	N/A	N/A
Huron	0.0	0.0	0.0	0.0
Clinton	0.038	691.31	4.8e-07	0.00871414
Crawford	0.0	0.0	0.0	0.0
Presque Isle	0.007	447.848	5.5e-07	0.03515842
Newaygo	0.0	0.0	0.0	0.0
Genesee	0.069	5335.494	1.7e-07	0.0131128
Saint Clair	2.31	7547.622	1.45e-05	0.04736892
