Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Addison	6	0	0	0	0.00016228	0.0	30	12	7.5	0.0008114	0.00032456	0.00020285	3	0
Windham	5	0	0	0	0.00011694	0.0	25	10	6.25	0.0005847	0.00023388	0.000146175	0	0
Grand Isle	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Bennington	4	0	0	0	0.00011226	0.0	20	8	5	0.0005613	0.00022452	0.000140325	0	0
Washington	3	0	0	0	5.16e-05	0.0	15	6	3.75	0.000258	0.0001032	6.45e-05	1	0
Lamoille	1	0	0	0	3.953e-05	0.0	5	2	1.25	0.00019765	7.906e-05	4.94125e-05	1	0
Orleans	2	0	0	0	7.433e-05	0.0	10	4	2.5	0.00037165	0.00014866	9.29125e-05	2	0
Essex	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Chittenden	32	1	0	0	0.00019444	6.08e-06	333.333333333	153.846153846	100	0.00202666666667	0.000935384615385	0.000608	10	0
Unassigned	0	3	0	0	N/A	N/A	1000	461.538461538	300	N/A	N/A	N/A	NA	NA
Franklin	2	0	0	0	4.047e-05	0.0	10	4	2.5	0.00020235	8.094e-05	5.05875e-05	0	0
Orange	3	0	0	0	0.00010345	0.0	15	6	3.75	0.00051725	0.0002069	0.0001293125	0	0
Rutland	4	0	0	0	6.818e-05	0.0	20	8	5	0.0003409	0.00013636	8.5225e-05	1	0
Caledonia	1	0	0	0	3.3e-05	0.0	5	2	1.25	0.000165	6.6e-05	4.125e-05	1	0
Windsor	12	1	0	0	0.00021705	1.809e-05	333.333333333	153.846153846	100	0.00603	0.00278307692308	0.001809	4	0
