Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Pima	29.942	29.942	2.882e-05	2.882e-05
Cochise	0.659	0.659	5.2e-06	5.2e-06
Coconino	15.271	15.271	0.0001069	0.0001069
Yavapai	3.653	3.653	1.575e-05	1.575e-05
Greenlee	0.898	0.898	9.472e-05	9.472e-05
La Paz	0.166	0.166	7.85e-06	7.85e-06
Graham	1.797	1.797	4.719e-05	4.719e-05
Gila	2.767	2.767	5.134e-05	5.134e-05
Yuma	0.12	0.12	N/A	N/A
Unassigned	0.0	0.0	N/A	N/A
Navajo	19.462	19.462	0.00017622	0.00017622
Mohave	2.209	2.209	1.054e-05	1.054e-05
Santa Cruz	0.299	0.299	6.44e-06	6.44e-06
Pinal	7.845	7.845	1.754e-05	1.754e-05
Maricopa	85.755	85.755	1.944e-05	1.944e-05
Apache	3.952	3.952	5.503e-05	5.503e-05
