Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Afghanistan	16	0	0	N/A	4.3e-7	0	80	32	20	2.15e-6	8.6e-7	5.375e-7	NA	NA
Qatar	401	0	4	N/A	1.4416e-4	0	2005	802	501.25	7.208e-4	2.8832e-4	1.802e-4	NA	NA
Bangladesh	5	0	0	N/A	3e-8	0	25	10	6.25	1.5e-7	6e-8	3.75e-8	NA	NA
Bhutan	1	0	0	N/A	1.33e-6	0	5	2	1.25	6.65e-6	2.66e-6	1.6625e-6	NA	NA
Kuwait	112	0	5	N/A	2.707e-5	0	560	224	140	1.3535e-4	5.414e-5	3.38375e-5	NA	NA
Nepal	1	0	1	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	NA	NA
Cambodia	7	0	1	N/A	4.3e-7	0	35	14	8.75	2.15e-6	8.6e-7	5.375e-7	NA	NA
Bahrain	214	0	60	N/A	1.3635e-4	0	1070	428	267.5	6.8175e-4	2.727e-4	1.704375e-4	NA	NA
Brunei	50	0	0	N/A	1.1656e-4	0	250	100	62.5	5.828e-4	2.3312e-4	1.457e-4	NA	NA
Saudi Arabia	103	0	1	N/A	3.06e-6	0	515	206	128.75	1.53e-5	6.12e-6	3.825e-6	NA	NA
Iran	13938	724	4590	N/A	1.7039e-4	8.85e-6	241333.333333	111384.615385	72400	0.00295	0.00136153846154	8.85e-4	NA	NA
Singapore	226	0	105	N/A	4.008e-5	0	1130	452	282.5	2.004e-4	8.016e-5	5.01e-5	NA	NA
Jordan	8	0	1	N/A	8e-7	0	40	16	10	4e-6	1.6e-6	1e-6	NA	NA
China	81003	3203	67017	N/A	5.816e-5	2.3e-6	1067666.66667	492769.230769	320300	7.66666666667e-4	3.53846153846e-4	2.3e-4	NA	NA
Thailand	114	1	35	N/A	1.64e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	NA	NA
Iraq	116	10	26	N/A	3.02e-6	2.6e-7	3333.33333333	1538.46153846	1000	8.66666666667e-5	4e-5	2.6e-5	NA	NA
Kazakhstan	9	0	0	N/A	4.9e-7	0	45	18	11.25	2.45e-6	9.8e-7	6.125e-7	NA	NA
Maldives	13	0	0	N/A	2.521e-5	0	65	26	16.25	1.2605e-4	5.042e-5	3.15125e-5	NA	NA
Oman	22	0	9	N/A	4.56e-6	0	110	44	27.5	2.28e-5	9.12e-6	5.7e-6	NA	NA
Philippines	140	11	2	N/A	1.31e-6	1e-7	3666.66666667	1692.30769231	1100	3.33333333333e-5	1.53846153846e-5	1e-5	NA	NA
Indonesia	117	5	8	N/A	4.4e-7	2e-8	1666.66666667	769.230769231	500	6.66666666667e-6	3.07692307692e-6	2e-6	NA	NA
Vietnam	56	0	16	N/A	5.9e-7	0	280	112	70	2.95e-6	1.18e-6	7.375e-7	NA	NA
Mongolia	1	0	0	N/A	3.2e-7	0	5	2	1.25	1.6e-6	6.4e-7	4e-7	NA	NA
Japan	839	22	118	N/A	6.63e-6	1.7e-7	7333.33333333	3384.61538462	2200	5.66666666667e-5	2.61538461538e-5	1.7e-5	NA	NA
Taiwan	59	1	20	N/A	2.48e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	NA	NA
Pakistan	53	0	2	N/A	2.5e-7	0	265	106	66.25	1.25e-6	5e-7	3.125e-7	NA	NA
United Arab Emirates	98	0	23	N/A	1.018e-5	0	490	196	122.5	5.09e-5	2.036e-5	1.2725e-5	NA	NA
India	113	2	13	N/A	8e-8	0	666.666666667	307.692307692	200	4e-7	1.6e-7	1e-7	NA	NA
Uzbekistan	1	0	0	N/A	3e-8	0	5	2	1.25	1.5e-7	6e-8	3.75e-8	NA	NA
Malaysia	428	0	42	N/A	1.354e-5	0	2140	856	535	6.77e-5	2.708e-5	1.6925e-5	NA	NA
Sri Lanka	18	0	1	N/A	8.3e-7	0	90	36	22.5	4.15e-6	1.66e-6	1.0375e-6	NA	NA
Lebanon	110	3	1	N/A	1.606e-5	4.4e-7	1000	461.538461538	300	1.46666666667e-4	6.76923076923e-5	4.4e-5	NA	NA
South Korea	8162	75	510	N/A	1.5807e-4	1.45e-6	25000	11538.4615385	7500	4.83333333333e-4	2.23076923077e-4	1.45e-4	NA	NA
