Name	Confirmed	Deaths	Recovered	Active
Nome	0	0	0	0
Skagway	0	0	0	0
Kusilvak	0	0	0	0
Denali	0	0	0	0
Yukon-Koyukuk	0	0	0	0
Sitka	0	0	0	0
Prince of Wales-Hyder	0	0	0	0
Petersburg	0	0	0	0
Southeast Fairbanks	0	0	0	0
North Slope	0	0	0	0
Fairbanks North Star	7	0	0	0
Sterling	1	0	0	0
Hoonah-Angoon	0	0	0	0
Bethel	0	0	0	0
Kenai Peninsula	0	0	0	0
Yakutat	0	0	0	0
Aleutians West	0	0	0	0
Kodiak Island	0	0	0	0
Northwest Arctic	0	0	0	0
Bristol Bay	0	0	0	0
Lake and Peninsula	0	0	0	0
Anchorage	5	0	0	0
Haines	0	0	0	0
Dillingham	0	0	0	0
Soldotna	1	0	0	0
Ketchikan Gateway	6	0	0	0
Aleutians East	0	0	0	0
Matanuska-Susitna	0	0	0	0
Valdez-Cordova	0	0	0	0
Juneau	0	0	0	0
Wrangell	0	0	0	0
