Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Coos	2.0	0.0	0.0	2.0	6.331e-05	0.0	10.0	4.0	2.5	0.00031655	0.00012662	7.91375e-05
Belknap	28.0	0.0	0.0	28.0	0.00045885	0.0	140.0	56.0	35.0	0.00229425	0.0009177	0.0005735625
Strafford	118.0	0.0	0.0	118.0	0.00090706	0.0	590.0	236.0	147.5	0.0045353	0.00181412	0.001133825
Sullivan	10.0	0.0	0.0	10.0	0.00023178	0.0	50.0	20.0	12.5	0.0011589	0.00046356	0.000289725
Grafton	45.0	0.0	0.0	45.0	0.00050119	0.0	225.0	90.0	56.25	0.00250595	0.00100238	0.0006264875
Carroll	30.0	0.0	0.0	30.0	0.00061502	0.0	150.0	60.0	37.5	0.0030751	0.00123004	0.000768775
Merrimack	105.0	0.0	0.0	105.0	0.00069476	0.0	525.0	210.0	131.25	0.0034738	0.00138952	0.00086845
Hillsborough	681.0	2.0	0.0	679.0	0.00163999	4.82e-06	666.666666667	307.692307692	200.0	0.00160666666667	0.000741538461538	0.000482
Cheshire	33.0	0.0	0.0	33.0	0.00043141	0.0	165.0	66.0	41.25	0.00215705	0.00086282	0.0005392625
Unassigned	17.0	45.0	0.0	-28.0	N/A	N/A	15000.0	6923.07692308	4500.0	N/A	N/A	N/A
Rockingham	519.0	1.0	0.0	518.0	0.00167866	3.23e-06	333.333333333	153.846153846	100.0	0.00107666666667	0.000496923076923	0.000323
