Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Hillsborough	22.848	22.848	5.502e-05	5.502e-05
Coos	0.0	0.0	0.0	0.0
Strafford	1.086	1.086	8.35e-06	8.35e-06
Belknap	0.958	0.958	1.57e-05	1.57e-05
Merrimack	3.354	3.354	2.219e-05	2.219e-05
Unassigned	0.922	0.922	N/A	N/A
Rockingham	13.534	13.534	4.377e-05	4.377e-05
Cheshire	0.838	0.838	1.096e-05	1.096e-05
Carroll	0.719	0.719	1.473e-05	1.473e-05
Sullivan	0.18	0.18	4.16e-06	4.16e-06
Grafton	0.0	0.0	0.0	0.0
