Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Hillsborough	45.685	45.685	0.00011002	0.00011002
Coos	0.0	0.0	0.0	0.0
Strafford	2.333	2.333	1.793e-05	1.793e-05
Belknap	1.0	1.0	1.639e-05	1.639e-05
Merrimack	3.0	3.0	1.985e-05	1.985e-05
Unassigned	-53.693	-53.693	N/A	N/A
Rockingham	22.0	22.0	7.116e-05	7.116e-05
Nashua	0.0	0.0	N/A	N/A
Cheshire	1.0	1.0	1.307e-05	1.307e-05
Carroll	0.667	0.667	1.367e-05	1.367e-05
Sullivan	0.0	0.0	0.0	0.0
Grafton	0.0	0.0	0.0	0.0
