Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Hillsborough	1.086	1.086	2.62e-06	2.62e-06
Coos	1.617	1.617	5.118e-05	5.118e-05
Strafford	0.243	0.243	1.87e-06	1.87e-06
Belknap	0.858	0.858	1.407e-05	1.407e-05
Merrimack	3.513	3.513	2.325e-05	2.325e-05
Unassigned	1.576	1.576	N/A	N/A
Rockingham	8.59	8.59	2.778e-05	2.778e-05
Cheshire	0.581	0.581	7.6e-06	7.6e-06
Carroll	0.998	0.998	2.046e-05	2.046e-05
Sullivan	0.015	0.015	3.5e-07	3.5e-07
Grafton	0.121	0.121	1.35e-06	1.35e-06
