Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Heilongjiang	15.211	15.211	4e-07	4e-07
Beijing	0.0	0.0	0.0	0.0
Qinghai	16.169	16.169	2.87e-06	2.87e-06
Shanghai	3.453	3.453	1.5e-07	1.5e-07
Nei Mongol	1.298	1.298	5e-08	5e-08
Shandong	0.639	0.639	1e-08	1e-08
Henan	0.0	0.0	0.0	0.0
Hainan	150.909	150.909	1.629e-05	1.629e-05
Shaanxi	0.003	0.003	0.0	0.0
Fujian	0.023	0.023	0.0	0.0
Jiangxi	0.0	0.0	0.0	0.0
Yunnan	0.0	0.0	0.0	0.0
Hubei	0.005	0.005	0.0	0.0
Macau	0.024	0.024	4e-08	4e-08
Tianjin	0.379	0.379	3e-08	3e-08
Guangxi	0.0	0.0	0.0	0.0
Liaoning	0.439	0.439	1e-08	1e-08
Sichuan	0.0	0.0	0.0	0.0
Ningxia Hui	67.37	67.37	1.091e-05	1.091e-05
Guizhou	131.147	131.147	3.66e-06	3.66e-06
Xizang	0.898	0.898	3e-07	3e-07
Chongqing	0.0	0.0	0.0	0.0
Shanxi	3.373	3.373	9e-08	9e-08
Guangdong	1.98	1.98	2e-08	2e-08
Xinjiang Uygur	68.268	68.268	3.13e-06	3.13e-06
Hunan	0.0	0.0	0.0	0.0
Jiangsu	0.01	0.01	0.0	0.0
Anhui	0.06	0.06	0.0	0.0
Jilin	0.0	0.0	0.0	0.0
Hebei	0.01	0.01	0.0	0.0
Hong Kong	9.856	9.856	1.4e-06	1.4e-06
Zhejiang	0.418	0.418	1e-08	1e-08
Gansu	0.12	0.12	0.0	0.0
