Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Heilongjiang	1.149	322.221	3e-08	8.41e-06
Beijing	0.0	0.0	0.0	0.0
Qinghai	1.222	342.519	2.2e-07	6.087e-05
Shanghai	0.261	73.155	1e-08	3.18e-06
Nei Mongol	0.098	27.486	0.0	1.11e-06
Shandong	0.007	10.286	0.0	1e-07
Henan	0.0	0.0	0.0	0.0
Hainan	11.403	3196.841	1.23e-06	0.00034517
Shaanxi	0.0	0.009	0.0	0.0
Fujian	0.0	0.073	0.0	0.0
Jiangxi	0.0	0.0	0.0	0.0
Yunnan	0.0	0.0	0.0	0.0
Hubei	0.0	0.008	0.0	0.0
Macau	0.0	0.09	0.0	1.6e-07
Tianjin	0.029	8.034	0.0	6.2e-07
Guangxi	0.0	0.0	0.0	0.0
Liaoning	0.033	9.303	0.0	2.1e-07
Sichuan	0.0	0.0	0.0	0.0
Ningxia Hui	5.091	1427.161	8.2e-07	0.00023105
Guizhou	9.91	2778.207	2.8e-07	7.759e-05
Xizang	0.068	19.029	2e-08	6.34e-06
Chongqing	0.0	0.0	0.0	0.0
Shanxi	0.255	71.464	1e-08	1.96e-06
Guangdong	0.0	9.267	0.0	8e-08
Xinjiang Uygur	5.158	1446.19	2.4e-07	6.63e-05
Hunan	0.0	0.0	0.0	0.0
Jiangsu	0.0	0.027	0.0	0.0
Anhui	0.005	1.269	0.0	3e-08
Jilin	0.0	0.0	0.0	0.0
Hebei	0.0	0.027	0.0	0.0
Hong Kong	0.0	46.124	0.0	6.53e-06
Zhejiang	0.0	2.148	0.0	4e-08
Gansu	0.009	2.537	0.0	1e-07
