Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Chesapeake	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Chesapeake	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	2020-03-23
Chesapeake	1	0	0	0	4.12e-06	0.0	5	2	1.25	2.06e-05	8.24e-06	5.15e-06	1	0	0	0	2020-03-24
Chesapeake	3	0	0	0	1.236e-05	0.0	15	6	3.75	6.18e-05	2.472e-05	1.545e-05	2	0	100	0	2020-03-25
Chesapeake	4	0	0	0	1.649e-05	0.0	20	8	5	8.245e-05	3.298e-05	2.06125e-05	1	0	-50	0	2020-03-26
Chesapeake	5	0	0	0	2.061e-05	0.0	25	10	6.25	0.00010305	4.122e-05	2.57625e-05	1	0	0	0	2020-03-27
Chesapeake	7	0	0	0	2.885e-05	0.0	35	14	8.75	0.00014425	5.77e-05	3.60625e-05	2	0	100	0	2020-03-28
Chesapeake	17	0	0	0	7.006e-05	0.0	85	34	21.25	0.0003503	0.00014012	8.7575e-05	10	0	400	0	2020-03-29
Chesapeake	18	0	0	0	7.419e-05	0.0	90	36	22.5	0.00037095	0.00014838	9.27375e-05	1	0	0	0	2020-03-30
Chesapeake	23	0	0	0	9.479e-05	0.0	115	46	28.75	0.00047395	0.00018958	0.0001184875	5	0	400	0	2020-03-31
Chesapeake	31	0	0	0	0.00012776	0.0	155	62	38.75	0.0006388	0.00025552	0.0001597	8	0	60	0	2020-04-01
Chesapeake	39	0	0	0	0.00016074	0.0	195	78	48.75	0.0008037	0.00032148	0.000200925	8	0	0	0	2020-04-02
Chesapeake	50	0	0	0	0.00020607	0.0	250	100	62.5	0.00103035	0.00041214	0.0002575875	11	0	37.5	0	2020-04-03
Chesapeake	65	0	0	0	0.00026789	0.0	325	130	81.25	0.00133945	0.00053578	0.0003348625	15	0	36.4	0	2020-04-04
Chesapeake	72	0	0	0	0.00029674	0.0	360	144	90	0.0014837	0.00059348	0.000370925	7	0	-53.3	0	2020-04-05
