Name	Confirmed	Deaths	Recovered	Active
Ransom	0	0	0	0
Oliver	0	0	0	0
McKenzie	0	0	0	0
Hettinger	0	0	0	0
Barnes	0	0	0	0
Lamoure	0	0	0	0
Kidder	0	0	0	0
Richland	0	0	0	0
Pierce	2	0	0	0
Stark	0	0	0	0
Sargent	0	0	0	0
Eddy	0	0	0	0
Foster	0	0	0	0
Pembina	0	0	0	0
Grand Forks	0	0	0	0
McHenry	0	0	0	0
Burke	0	0	0	0
Golden Valley	0	0	0	0
Sheridan	0	0	0	0
Sioux	0	0	0	0
Dunn	1	0	0	0
Grant	0	0	0	0
Wells	0	0	0	0
Mountrail	0	0	0	0
Ramsey	1	0	0	0
Williams	0	0	0	0
Billings	0	0	0	0
Walsh	1	0	0	0
Ward	3	0	0	0
Benson	0	0	0	0
McLean	0	0	0	0
Adams	0	0	0	0
Bowman	0	0	0	0
Rolette	0	0	0	0
Griggs	0	0	0	0
Nelson	0	0	0	0
Cass	3	0	0	0
Cavalier	0	0	0	0
Towner	0	0	0	0
McIntosh	0	0	0	0
Renville	0	0	0	0
Slope	0	0	0	0
Divide	0	0	0	0
Dickey	0	0	0	0
Steele	0	0	0	0
Logan	0	0	0	0
Stutsman	0	0	0	0
Bottineau	0	0	0	0
Traill	0	0	0	0
Emmons	0	0	0	0
Morton	7	0	0	0
Mercer	0	0	0	0
Burleigh	18	0	0	0
