Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Richland	0.0	0.0	0.0	0.0
Foster	0.179	15.569	5.553e-05	0.00484108
Bowman	0.0	0.0	0.0	0.0
Slope	0.504	44.659	0.00066067	0.05853134
Burleigh	0.387	32.058	4.06e-06	0.00033649
McHenry	0.168	14.886	2.889e-05	0.00255958
Pierce	0.41	33.944	0.00010043	0.00831759
Rolette	0.168	14.886	1.175e-05	0.00104094
Morton	0.1	8.297	3.22e-06	0.00026684
Cass	1.284	106.358	7.07e-06	0.00058594
Walsh	0.025	2.169	2.38e-06	0.0002033
McIntosh	0.159	14.217	6.147e-05	0.00549976
Divide	0.15	13.559	6.588e-05	0.00593907
Mercer	0.0	0.0	0.0	0.0
McLean	0.301	27.118	3.153e-05	0.00284223
Eddy	0.168	14.886	7.265e-05	0.00643601
Williams	0.066	6.026	1.87e-06	0.00017047
Unassigned	0.0	0.0	N/A	N/A
Grand Forks	0.0	0.0	0.0	0.0
Sargent	0.0	0.0	0.0	0.0
Dunn	0.013	1.084	2.94e-06	0.0002503
Emmons	0.15	13.559	4.565e-05	0.00411499
McKenzie	0.0	0.0	0.0	0.0
Ward	0.141	11.692	2.08e-06	0.00017259
Sioux	0.15	13.559	3.451e-05	0.00311126
Mountrail	0.0	0.0	0.0	0.0
Ramsey	0.0	0.0	0.0	0.0
Burke	0.0	0.0	0.0	0.0
Stark	0.0	0.221	0.0	7.14e-06
Stutsman	0.0	0.0	0.0	0.0
Grant	0.0	0.0	0.0	0.0
Barnes	0.301	27.118	2.854e-05	0.00257235
Oliver	0.0	0.0	0.0	0.0
