Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Richland	0.0	0.0	0.0	0.0
Foster	0.85	0.85	0.00026444	0.00026444
Bowman	0.0	0.0	0.0	0.0
Slope	0.0	0.0	0.0	0.0
Burleigh	1.377	1.377	1.446e-05	1.446e-05
McHenry	0.829	0.829	0.00014245	0.00014245
Pierce	1.797	1.797	0.00044022	0.00044022
Rolette	0.0	0.0	0.0	0.0
Morton	0.479	0.479	1.541e-05	1.541e-05
Cass	5.33	5.33	2.936e-05	2.936e-05
Walsh	0.35	0.35	3.278e-05	3.278e-05
McIntosh	0.0	0.0	0.0	0.0
Divide	0.0	0.0	0.0	0.0
Mercer	0.0	0.0	0.0	0.0
McLean	0.0	0.0	0.0	0.0
Eddy	0.829	0.829	0.0003582	0.0003582
Williams	0.0	0.0	0.0	0.0
Unassigned	0.0	0.0	N/A	N/A
Grand Forks	0.0	0.0	0.0	0.0
Dunn	0.874	0.874	0.00020182	0.00020182
Emmons	0.0	0.0	0.0	0.0
McKenzie	5.246	5.246	0.00038481	0.00038481
Ward	0.599	0.599	8.84e-06	8.84e-06
Sioux	0.0	0.0	0.0	0.0
Mountrail	0.0	0.0	0.0	0.0
Ramsey	0.0	0.0	0.0	0.0
Burke	1.749	1.749	0.00083265	0.00083265
Stark	0.086	0.086	2.76e-06	2.76e-06
Stutsman	0.0	0.0	0.0	0.0
Grant	0.898	0.898	0.00037838	0.00037838
Barnes	0.0	0.0	0.0	0.0
Oliver	0.898	0.898	0.00046018	0.00046018
