Name	Predicted_New_Cases	Total_Predicted_New_Cases
Foster	0.0	0.0
Slope	0.0	0.0
Burleigh	1.051	3.718
McHenry	0.0	0.0
Pierce	0.0	0.0
Rolette	0.0	0.0
Morton	0.0	1.0
Cass	4.882	20.882
Walsh	0.0	0.0
McIntosh	0.0	0.0
Divide	0.0	0.0
Mercer	0.0	0.0
McLean	0.0	0.0
Eddy	0.0	0.0
Williams	0.0	0.0
Grand Forks	0.567	1.749
Dunn	0.0	0.0
Emmons	0.0	0.0
Ward	0.0	2.0
Sioux	0.0	0.0
Mountrail	4.529	11.627
Ramsey	0.0	0.0
Burke	0.0	0.0
Stark	1.926	5.864
Grant	0.0	0.0
Barnes	0.0	0.0
Oliver	0.0	0.0
