Name	Confirmed	Deaths	Recovered	Active
San Juan	1	0	0	0
Pend Oreille	0	0	0	0
Snohomish	519	11	0	0
Grant	23	1	0	0
Pierce	126	1	0	0
Douglas	1	0	0	0
Kittitas	4	0	0	0
Jefferson	6	0	0	0
Whatcom	48	2	0	0
Wahkiakum	0	0	0	0
Cowlitz	3	0	0	0
Columbia	1	0	0	0
Thurston	11	0	0	0
Yakima	16	0	0	0
Island	25	1	0	0
Okanogan	0	0	0	0
Kitsap	18	0	0	0
Clallam	4	0	0	0
King	1170	87	0	0
Lincoln	1	0	0	0
Spokane	20	0	0	0
Adams	1	0	0	0
Grays Harbor	1	0	0	0
Klickitat	4	0	0	0
Benton	9	3	0	0
Walla Walla County	1	0	0	0
Franklin	5	0	0	0
Ferry	0	0	0	0
Mason	1	0	0	0
Whitman	2	0	0	0
Skagit	33	0	0	0
Skamania	0	0	0	0
Clark	13	3	0	0
Stevens	1	0	0	0
Lewis	2	0	0	0
Walla Walla	0	0	0	0
Pacific	0	0	0	0
Garfield	0	0	0	0
Unassigned	145	0	0	0
Chelan	6	0	0	0
Asotin	0	0	0	0
