Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Canada	7398	80	0	0	1.9963e-4	2.16e-6	26666.6666667	12307.6923077	8000	7.2e-4	3.32307692308e-4	2.16e-4	1118	16	58.8	433.3	225705	0.005956
Jamaica	36	1	2	33	1.227e-5	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	4	0	100	100	NA	NA
Honduras	139	7	3	129	1.45e-5	7.3e-7	2333.33333333	1076.92307692	700	2.43333333333e-4	1.12307692308e-4	7.3e-5	29	4	93.3	100	NA	NA
Saint Lucia	9	0	1	8	4.948e-5	0	45	18	11.25	2.474e-4	9.896e-5	6.185e-5	0	0	-100	100	NA	NA
Cuba	170	4	4	162	1.499e-5	3.5e-7	1333.33333333	615.384615385	400	1.16666666667e-4	5.38461538462e-5	3.5e-5	31	1	55	100	NA	NA
El Salvador	30	0	0	30	4.67e-6	0	150	60	37.5	2.335e-5	9.34e-6	5.8375e-6	6	0	20	100	NA	NA
The Bahamas	14	0	1	13	3.63e-5	0	70	28	17.5	1.815e-4	7.26e-5	4.5375e-5	3	0	200	100	NA	NA
Panama	989	24	4	961	2.3678e-4	5.75e-6	8000	3692.30769231	2400	0.00191666666667	8.84615384615e-4	5.75e-4	88	7	-23.5	133.3	NA	NA
Mexico	993	20	35	938	7.87e-6	1.6e-7	6666.66666667	3076.92307692	2000	5.33333333333e-5	2.46153846154e-5	1.6e-5	145	4	10.7	0	NA	NA
United States of America	161807	2978	0	0	4.9457e-4	9.1e-6	992666.666667	458153.846154	297800	0.00303333333333	0.0014	9.1e-4	20921	511	7.8	15.9	NA	NA
Costa Rica	330	2	4	324	6.601e-5	4e-7	666.666666667	307.692307692	200	1.33333333333e-4	6.15384615385e-5	4e-5	16	0	-15.8	100	NA	NA
Saint Kitts and Nevis	7	0	0	7	1.3348e-4	0	35	14	8.75	6.674e-4	2.6696e-4	1.6685e-4	5	0	100	100	NA	NA
Trinidad and Tobago	82	3	1	78	5.9e-5	2.16e-6	1000	461.538461538	300	7.2e-4	3.32307692308e-4	2.16e-4	4	0	0	100	NA	NA
Guatemala	36	1	10	25	2.09e-6	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	2	0	100	100	NA	NA
Antigua and Barbuda	7	0	0	7	7.27e-5	0	35	14	8.75	3.635e-4	1.454e-4	9.0875e-5	0	0	100	100	NA	NA
Paraguay	64	3	1	60	9.2e-6	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	5	0	66.7	100	NA	NA
Saint Vincent and the Grenadines	1	0	1	0	9.07e-6	0	5	2	1.25	4.535e-5	1.814e-5	1.13375e-5	0	0	100	100	NA	NA
Dominican Republic	901	42	4	855	8.478e-5	3.95e-6	14000	6461.53846154	4200	0.00131666666667	6.07692307692e-4	3.95e-4	42	3	-70	-72.7	NA	NA
Nicaragua	4	1	0	3	6.2e-7	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	0	0	100	100	NA	NA
Haiti	15	0	1	14	1.35e-6	0	75	30	18.75	6.75e-6	2.7e-6	1.6875e-6	0	0	-100	100	NA	NA
Dominica	11	0	0	11	1.5358e-4	0	55	22	13.75	7.679e-4	3.0716e-4	1.91975e-4	0	0	100	100	NA	NA
