Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita	Confirmed_daily	Deaths_daily
Austria	9618	108	636	8874	0.00108714	1.221e-05	36000	16615.3846154	10800	0.00407	0.00187846153846	0.001221	NA	NA	830	22
West Bank and Gaza	116	1	18	97	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	NA	NA	7	0
Republic of Serbia	785	16	0	769	0.00011243	2.29e-06	5333.33333333	2461.53846154	1600	0.000763333333333	0.000352307692308	0.000229	3084	4.43e-4	44	3
Greece	1212	43	52	1117	0.00011298	4.01e-06	14333.3333333	6615.38461538	4300	0.00133666666667	0.000616923076923	0.000401	15961	0.001482	56	5
Hungary	447	15	34	398	4.576e-05	1.54e-06	5000	2307.69230769	1500	0.000513333333333	0.000236923076923	0.000154	13301	0.001361	39	2
Cyprus	230	7	22	201	0.00019658	5.98e-06	2333.33333333	1076.92307692	700	0.00199333333333	0.00092	0.000598	NA	NA	16	2
New Zealand	589	1	63	525	0.00012056	2e-07	333.333333333	153.846153846	100	6.66666666667e-05	3.07692307692e-05	2e-05	NA	NA	75	0
Australia	4361	17	257	4087	0.00017449	6.8e-07	5666.66666667	2615.38461538	1700	0.000226666666667	0.000104615384615	6.8e-05	234534	0.009234	377	1
Fiji	5	0	0	5	5.66e-06	0.0	25	10	6.25	2.83e-05	1.132e-05	7.075e-06	NA	NA	0	0
Papua New Guinea	1	0	0	1	1.2e-07	0.0	5	2	1.25	6e-07	2.4e-07	1.5e-07	NA	NA	0	0
Madagascar	43	0	0	43	1.64e-06	0.0	215	86	53.75	8.2e-06	3.28e-06	2.05e-06	NA	NA	4	0
Swaziland	9	0	0	9	7.92e-06	0.0	45	18	11.25	3.96e-05	1.584e-05	9.9e-06	NA	NA	0	0
Liberia	3	0	0	3	6.2e-07	0.0	15	6	3.75	3.1e-06	1.24e-06	7.75e-07	NA	NA	0	0
Sudan	6	2	0	4	1.4e-07	5e-08	666.666666667	307.692307692	200	1.66666666667e-05	7.69230769231e-06	5e-06	NA	NA	0	1
Guinea	22	0	0	22	1.77e-06	0.0	110	44	27.5	8.85e-06	3.54e-06	2.2125e-06	NA	NA	6	0
United Republic of Tanzania	19	0	1	18	3.4e-07	0.0	95	38	23.75	1.7e-06	6.8e-07	4.25e-07	NA	NA	5	0
Republic of the Congo	19	0	0	19	3.62e-06	0.0	95	38	23.75	1.81e-05	7.24e-06	4.525e-06	NA	NA	0	0
Democratic Republic of the Congo	81	8	2	71	9.6e-07	1e-07	2666.66666667	1230.76923077	800	3.33333333333e-05	1.53846153846e-05	1e-05	NA	NA	16	2
Rwanda	70	0	0	70	5.69e-06	0.0	350	140	87.5	2.845e-05	1.138e-05	7.1125e-06	NA	NA	0	0
Somalia	3	0	0	3	2e-07	0.0	15	6	3.75	1e-06	4e-07	2.5e-07	NA	NA	0	0
Ivory Coast	168	1	6	161	6.7e-06	4e-08	333.333333333	153.846153846	100	1.33333333333e-05	6.15384615385e-06	4e-06	NA	NA	3	0
Nigeria	131	2	8	121	6.7e-07	1e-08	666.666666667	307.692307692	200	3.33333333333e-06	1.53846153846e-06	1e-06	NA	NA	20	1
Cameroon	139	6	5	128	5.51e-06	2.4e-07	2000	923.076923077	600	8e-05	3.69230769231e-05	2.4e-05	NA	NA	0	0
Burkina Faso	246	12	31	203	1.245e-05	6.1e-07	4000	1846.15384615	1200	0.000203333333333	9.38461538462e-05	6.1e-05	NA	NA	24	0
Benin	6	0	0	6	5.2e-07	0.0	30	12	7.5	2.6e-06	1.04e-06	6.5e-07	NA	NA	0	0
Ghana	152	5	2	145	5.11e-06	1.7e-07	1666.66666667	769.230769231	500	5.66666666667e-05	2.61538461538e-05	1.7e-05	NA	NA	0	0
Algeria	584	35	37	512	1.383e-05	8.3e-07	11666.6666667	5384.61538462	3500	0.000276666666667	0.000127692307692	8.3e-05	NA	NA	73	4
Zambia	35	0	0	35	2.02e-06	0.0	175	70	43.75	1.01e-05	4.04e-06	2.525e-06	NA	NA	6	0
Cape Verde	6	1	0	5	1.103e-05	1.84e-06	333.333333333	153.846153846	100	0.000613333333333	0.000283076923077	0.000184	NA	NA	0	0
Togo	30	1	1	28	3.8e-06	1.3e-07	333.333333333	153.846153846	100	4.33333333333e-05	2e-05	1.3e-05	NA	NA	5	0
Zimbabwe	7	1	0	6	4.8e-07	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	NA	NA	0	0
Senegal	162	0	27	135	1.022e-05	0.0	810	324	202.5	5.11e-05	2.044e-05	1.2775e-05	NA	NA	20	0
Eritrea	12	0	0	12	2.68e-06	0.0	60	24	15	1.34e-05	5.36e-06	3.35e-06	NA	NA	0	0
Libya	8	0	0	8	1.2e-06	0.0	40	16	10	6e-06	2.4e-06	1.5e-06	NA	NA	0	0
Gambia	4	1	0	3	1.75e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	NA	NA	0	0
Central African Republic	3	0	0	3	6.4e-07	0.0	15	6	3.75	3.2e-06	1.28e-06	8e-07	NA	NA	0	0
Mauritius	128	3	0	125	0.00010116	2.37e-06	1000	461.538461538	300	0.00079	0.000364615384615	0.000237	NA	NA	21	0
Morocco	556	33	15	508	1.543e-05	9.2e-07	11000	5076.92307692	3300	0.000306666666667	0.000141538461538	9.2e-05	NA	NA	77	7
Mauritania	5	1	2	2	1.14e-06	2.3e-07	333.333333333	153.846153846	100	7.66666666667e-05	3.53846153846e-05	2.3e-05	NA	NA	0	1
Gabon	7	1	0	6	3.3e-06	4.7e-07	333.333333333	153.846153846	100	0.000156666666667	7.23076923077e-05	4.7e-05	NA	NA	0	0
Guinea-Bissau	8	0	0	8	4.27e-06	0.0	40	16	10	2.135e-05	8.54e-06	5.3375e-06	NA	NA	6	0
Mali	25	2	0	23	1.31e-06	1e-07	666.666666667	307.692307692	200	3.33333333333e-05	1.53846153846e-05	1e-05	NA	NA	7	1
Namibia	11	0	2	9	4.49e-06	0.0	55	22	13.75	2.245e-05	8.98e-06	5.6125e-06	NA	NA	0	0
Seychelles	8	0	0	8	8.268e-05	0.0	40	16	10	0.0004134	0.00016536	0.00010335	NA	NA	0	0
Angola	7	2	0	5	2.3e-07	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	NA	NA	0	0
Chad	5	0	0	5	3.2e-07	0.0	25	10	6.25	1.6e-06	6.4e-07	4e-07	NA	NA	2	0
Equatorial Guinea	12	0	0	12	9.17e-06	0.0	60	24	15	4.585e-05	1.834e-05	1.14625e-05	NA	NA	0	0
Egypt	656	41	150	465	6.67e-06	4.2e-07	13666.6666667	6307.69230769	4100	0.00014	6.46153846154e-05	4.2e-05	NA	NA	47	1
South Africa	1326	3	31	1292	2.295e-05	5e-08	1000	461.538461538	300	1.66666666667e-05	7.69230769231e-06	5e-06	NA	NA	46	1
Tunisia	312	8	3	301	2.698e-05	6.9e-07	2666.66666667	1230.76923077	800	0.00023	0.000106153846154	6.9e-05	NA	NA	0	0
Djibouti	18	0	0	18	1.877e-05	0.0	90	36	22.5	9.385e-05	3.754e-05	2.34625e-05	NA	NA	0	0
Mozambique	8	0	0	8	2.7e-07	0.0	40	16	10	1.35e-06	5.4e-07	3.375e-07	NA	NA	0	0
Uganda	33	0	0	33	7.7e-07	0.0	165	66	41.25	3.85e-06	1.54e-06	9.625e-07	NA	NA	0	0
Ethiopia	23	0	4	19	2.1e-07	0.0	115	46	28.75	1.05e-06	4.2e-07	2.625e-07	NA	NA	2	0
Kenya	50	1	1	48	9.7e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	NA	NA	8	0
Niger	27	3	0	24	1.2e-06	1.3e-07	1000	461.538461538	300	4.33333333333e-05	2e-05	1.3e-05	NA	NA	9	2
Botswana	3	0	0	3	1.33e-06	0.0	15	6	3.75	6.65e-06	2.66e-06	1.6625e-06	NA	NA	NA	NA
East Timor	1	0	0	1	7.9e-07	0.0	5	2	1.25	3.95e-06	1.58e-06	9.875e-07	NA	NA	0	0
Afghanistan	170	4	2	164	4.57e-06	1.1e-07	1333.33333333	615.384615385	400	3.66666666667e-05	1.69230769231e-05	1.1e-05	NA	NA	50	0
Qatar	693	1	51	641	0.00024913	3.6e-07	333.333333333	153.846153846	100	0.00012	5.53846153846e-05	3.6e-05	NA	NA	59	0
Bangladesh	49	5	19	25	3e-07	3e-08	1666.66666667	769.230769231	500	1e-05	4.61538461538e-06	3e-06	NA	NA	1	0
Bhutan	4	0	0	4	5.3e-06	0.0	20	8	5	2.65e-05	1.06e-05	6.625e-06	NA	NA	0	0
Kuwait	266	0	72	194	6.429e-05	0.0	1330	532	332.5	0.00032145	0.00012858	8.03625e-05	NA	NA	11	0
Nepal	5	0	1	4	1.8e-07	0.0	25	10	6.25	9e-07	3.6e-07	2.25e-07	993	3.5e-5	0	0
Cambodia	107	0	21	86	6.58e-06	0.0	535	214	133.75	3.29e-05	1.316e-05	8.225e-06	NA	NA	4	0
Laos	8	0	0	8	1.13e-06	0.0	40	16	10	5.65e-06	2.26e-06	1.4125e-06	NA	NA	0	0
Bahrain	515	4	279	232	0.00032814	2.55e-06	1333.33333333	615.384615385	400	0.00085	0.000392307692308	0.000255	NA	NA	16	0
Brunei	127	1	38	88	0.00029606	2.33e-06	333.333333333	153.846153846	100	0.000776666666667	0.000358461538462	0.000233	NA	NA	1	0
Saudi Arabia	1453	8	115	1330	4.312e-05	2.4e-07	2666.66666667	1230.76923077	800	8e-05	3.69230769231e-05	2.4e-05	NA	NA	154	0
Iran	41495	2757	13911	24827	0.00050727	3.37e-05	919000	424153.846154	275700	0.0112333333333	0.00518461538462	0.00337	NA	NA	3186	117
Singapore	879	3	228	648	0.00015589	5.3e-07	1000	461.538461538	300	0.000176666666667	8.15384615385e-05	5.3e-05	NA	NA	35	0
Jordan	268	5	26	237	2.692e-05	5e-07	1666.66666667	769.230769231	500	0.000166666666667	7.69230769231e-05	5e-05	NA	NA	9	2
Lebanon	446	11	35	400	6.512e-05	1.61e-06	3666.66666667	1692.30769231	1100	0.000536666666667	0.000247692307692	0.000161	NA	NA	8	1
China	82198	3308	75923	2967	5.902e-05	2.38e-06	1102666.66667	508923.076923	330800	0.000793333333333	0.000366153846154	0.000238	NA	NA	76	4
Iraq	630	46	152	432	1.639e-05	1.2e-06	15333.3333333	7076.92307692	4600	0.0004	0.000184615384615	0.00012	NA	NA	83	4
Kazakhstan	302	1	21	280	1.652e-05	5e-08	333.333333333	153.846153846	100	1.66666666667e-05	7.69230769231e-06	5e-06	NA	NA	18	0
Kyrgyzstan	94	0	3	91	1.488e-05	0.0	470	188	117.5	7.44e-05	2.976e-05	1.86e-05	NA	NA	10	0
Maldives	17	0	13	4	3.297e-05	0.0	85	34	21.25	0.00016485	6.594e-05	4.12125e-05	NA	NA	0	0
Oman	179	0	29	150	3.706e-05	0.0	895	358	223.75	0.0001853	7.412e-05	4.6325e-05	NA	NA	12	0
Philippines	1546	78	42	1426	1.45e-05	7.3e-07	26000	12000	7800	0.000243333333333	0.000112307692308	7.3e-05	3303	3.3e-5	128	7
Indonesia	1414	122	75	1217	5.28e-06	4.6e-07	40666.6666667	18769.2307692	12200	0.000153333333333	7.07692307692e-05	4.6e-05	6534	2.4e-5	129	8
Vietnam	203	0	55	148	2.12e-06	0.0	1015	406	253.75	1.06e-05	4.24e-06	2.65e-06	NA	NA	15	0
Mongolia	12	0	2	10	3.79e-06	0.0	60	24	15	1.895e-05	7.58e-06	4.7375e-06	NA	NA	0	0
Thailand	1524	9	229	1286	2.195e-05	1.3e-07	3000	1384.61538462	900	4.33333333333e-05	2e-05	1.3e-05	17829	2.57e-4	136	2
Syria	10	2	0	8	5.9e-07	1.2e-07	666.666666667	307.692307692	200	4e-05	1.84615384615e-05	1.2e-05	NA	NA	1	1
Taiwan	306	5	39	262	1.287e-05	2.1e-07	1666.66666667	769.230769231	500	7e-05	3.23076923077e-05	2.1e-05	NA	NA	8	3
Pakistan	1717	21	76	1620	8.09e-06	1e-07	7000	3230.76923077	2100	3.33333333333e-05	1.53846153846e-05	1e-05	14748	6.9e-5	120	7
Myanmar	14	0	0	14	2.6e-07	0.0	70	28	17.5	1.3e-06	5.2e-07	3.25e-07	NA	NA	4	0
United Arab Emirates	611	5	61	545	6.344e-05	5.2e-07	1666.66666667	769.230769231	500	0.000173333333333	8e-05	5.2e-05	NA	NA	41	2
India	1251	32	102	1117	9.2e-07	2e-08	10666.6666667	4923.07692308	3200	6.66666666667e-06	3.07692307692e-06	2e-06	38442	2.8e-5	227	5
Uzbekistan	149	2	7	140	4.52e-06	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	NA	NA	5	0
Malaysia	2626	37	479	2110	8.305e-05	1.17e-06	12333.3333333	5692.30769231	3700	0.00039	0.00018	0.000117	NA	NA	156	2
Sri Lanka	122	2	15	105	5.63e-06	9e-08	666.666666667	307.692307692	200	3e-05	1.38461538462e-05	9e-06	NA	NA	5	1
Japan	1866	54	424	1388	1.475e-05	4.3e-07	18000	8307.69230769	5400	0.000143333333333	6.61538461538e-05	4.3e-05	28966	2.3e-4	0	0
South Korea	9661	158	5228	4275	0.0001871	3.06e-06	52666.6666667	24307.6923077	15800	0.00102	0.000470769230769	0.000306	NA	NA	78	6
Canada	7398	80	0	0	0.00019963	2.16e-06	26666.6666667	12307.6923077	8000	0.00072	0.000332307692308	0.000216	225705	0.005956	1118	16
Jamaica	36	1	2	33	1.227e-05	3.4e-07	333.333333333	153.846153846	100	0.000113333333333	5.23076923077e-05	3.4e-05	NA	NA	4	0
Honduras	139	7	3	129	1.45e-05	7.3e-07	2333.33333333	1076.92307692	700	0.000243333333333	0.000112307692308	7.3e-05	NA	NA	29	4
Saint Lucia	9	0	1	8	4.948e-05	0.0	45	18	11.25	0.0002474	9.896e-05	6.185e-05	NA	NA	0	0
Cuba	170	4	4	162	1.499e-05	3.5e-07	1333.33333333	615.384615385	400	0.000116666666667	5.38461538462e-05	3.5e-05	NA	NA	31	1
El Salvador	30	0	0	30	4.67e-06	0.0	150	60	37.5	2.335e-05	9.34e-06	5.8375e-06	NA	NA	6	0
The Bahamas	14	0	1	13	3.63e-05	0.0	70	28	17.5	0.0001815	7.26e-05	4.5375e-05	NA	NA	3	0
Panama	989	24	4	961	0.00023678	5.75e-06	8000	3692.30769231	2400	0.00191666666667	0.000884615384615	0.000575	NA	NA	88	7
Mexico	993	20	35	938	7.87e-06	1.6e-07	6666.66666667	3076.92307692	2000	5.33333333333e-05	2.46153846154e-05	1.6e-05	NA	NA	145	4
United States of America	161837	2978	0	0	0.00049466	9.1e-06	992666.666667	458153.846154	297800	0.00303333333333	0.0014	0.00091	NA	NA	20928	511
Costa Rica	330	2	4	324	6.601e-05	4e-07	666.666666667	307.692307692	200	0.000133333333333	6.15384615385e-05	4e-05	NA	NA	16	0
Saint Kitts and Nevis	7	0	0	7	0.00013348	0.0	35	14	8.75	0.0006674	0.00026696	0.00016685	NA	NA	5	0
Trinidad and Tobago	82	3	1	78	5.9e-05	2.16e-06	1000	461.538461538	300	0.00072	0.000332307692308	0.000216	NA	NA	4	0
Guatemala	36	1	10	25	2.09e-06	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	NA	NA	2	0
Antigua and Barbuda	7	0	0	7	7.27e-05	0.0	35	14	8.75	0.0003635	0.0001454	9.0875e-05	NA	NA	0	0
Paraguay	64	3	1	60	9.2e-06	4.3e-07	1000	461.538461538	300	0.000143333333333	6.61538461538e-05	4.3e-05	NA	NA	5	0
Saint Vincent and the Grenadines	1	0	1	0	9.07e-06	0.0	5	2	1.25	4.535e-05	1.814e-05	1.13375e-05	NA	NA	0	0
Dominican Republic	901	42	4	855	8.478e-05	3.95e-06	14000	6461.53846154	4200	0.00131666666667	0.000607692307692	0.000395	NA	NA	42	3
Nicaragua	4	1	0	3	6.2e-07	1.5e-07	333.333333333	153.846153846	100	5e-05	2.30769230769e-05	1.5e-05	NA	NA	0	0
Haiti	15	0	1	14	1.35e-06	0.0	75	30	18.75	6.75e-06	2.7e-06	1.6875e-06	NA	NA	0	0
Dominica	11	0	0	11	0.00015358	0.0	55	22	13.75	0.0007679	0.00030716	0.000191975	NA	NA	0	0
Brazil	4579	159	120	4300	2.186e-05	7.6e-07	53000	24461.5384615	15900	0.000253333333333	0.000116923076923	7.6e-05	NA	NA	323	23
Belize	3	0	0	3	7.83e-06	0.0	15	6	3.75	3.915e-05	1.566e-05	9.7875e-06	NA	NA	1	0
Colombia	798	12	15	771	1.607e-05	2.4e-07	4000	1846.15384615	1200	8e-05	3.69230769231e-05	2.4e-05	NA	NA	96	2
Suriname	8	0	0	8	1.389e-05	0.0	40	16	10	6.945e-05	2.778e-05	1.73625e-05	NA	NA	0	0
Uruguay	310	1	0	309	8.987e-05	2.9e-07	333.333333333	153.846153846	100	9.66666666667e-05	4.46153846154e-05	2.9e-05	NA	NA	6	0
Peru	950	24	53	873	2.97e-05	7.5e-07	8000	3692.30769231	2400	0.00025	0.000115384615385	7.5e-05	NA	NA	98	6
Ecuador	1962	60	3	1899	0.00011484	3.51e-06	20000	9230.76923077	6000	0.00117	0.00054	0.000351	NA	NA	38	2
Chile	2449	8	156	2285	0.00013076	4.3e-07	2666.66666667	1230.76923077	800	0.000143333333333	6.61538461538e-05	4.3e-05	NA	NA	310	1
Guyana	8	1	0	7	1.027e-05	1.28e-06	333.333333333	153.846153846	100	0.000426666666667	0.000196923076923	0.000128	NA	NA	0	0
Grenada	9	0	0	9	8.075e-05	0.0	45	18	11.25	0.00040375	0.0001615	0.0001009375	NA	NA	0	0
Argentina	820	23	228	569	1.843e-05	5.2e-07	7666.66666667	3538.46153846	2300	0.000173333333333	8e-05	5.2e-05	NA	NA	75	4
Bolivia	97	4	0	93	8.54e-06	3.5e-07	1333.33333333	615.384615385	400	0.000116666666667	5.38461538462e-05	3.5e-05	NA	NA	16	3
Venezuela	135	3	39	93	4.68e-06	1e-07	1000	461.538461538	300	3.33333333333e-05	1.53846153846e-05	1e-05	NA	NA	16	1
Barbados	33	0	0	33	0.00011513	0.0	165	66	41.25	0.00057565	0.00023026	0.0001439125	NA	NA	0	0
Diamond Princess	712	10	603	99	N/A	N/A	3333.33333333	1538.46153846	1000	N/A	N/A	N/A	NA	NA	0	0
MS Zaandam	2	0	0	2	N/A	N/A	10	4	2.5	N/A	N/A	N/A	NA	NA	0	0
