Name	Confirmed	Deaths	Recovered	Active
Albany	123	0	0	0
Ontario	4	0	0	0
Orleans	0	0	0	0
Wyoming	2	0	0	0
Broome	3	1	0	0
Montgomery	3	0	0	0
Richmond	0	0	0	0
Wayne	3	0	0	0
Orange	247	0	0	0
Cortland	2	0	0	0
Putnam	31	0	0	0
Chautauqua	0	0	0	0
Tioga	1	0	0	0
Columbia	17	0	0	0
Dutchess	82	0	0	0
Cayuga	0	0	0	0
Otsego	0	0	0	0
Yates	0	0	0	0
Saint Lawrence	0	0	0	0
Rockland	455	1	0	0
Unassigned	23	38	0	0
Hamilton	2	0	0	0
Franklin	0	0	0	0
Nassau	1900	4	0	0
Westchester	1873	0	0	0
Cattaraugus	0	0	0	0
Chemung	0	0	0	0
Delaware	1	0	0	0
Seneca	0	0	0	0
Saratoga	35	0	0	0
Allegany	2	0	0	0
Oneida	4	0	0	0
Greene	2	0	0	0
Livingston	2	0	0	0
Rensselaer	20	0	0	0
Steuben	2	0	0	0
Bronx	0	0	0	0
Chenango	2	0	0	0
Queens	0	0	0	0
Tompkins	15	0	0	0
Fulton	1	0	0	0
Herkimer	3	0	0	0
Madison	0	0	0	0
Jefferson	1	0	0	0
Clinton	4	0	0	0
Ulster	18	0	0	0
Schuyler	0	0	0	0
Sullivan	12	0	0	0
Warren	1	0	0	0
Oswego	0	0	0	0
Washington	1	0	0	0
Essex	3	0	0	0
Suffolk	1034	9	0	0
New York	9654	63	0	0
Niagara	9	0	0	0
Onondaga	45	0	0	0
Lewis	0	0	0	0
Kings	0	0	0	0
Erie	56	0	0	0
Schenectady	32	0	0	0
Schoharie	1	0	0	0
Monroe	68	1	0	0
Genesee	1	0	0	0
