Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Canada	17872	375	0	0	0.00048226	1.012e-05	125000.0	57692.3076923	37500.0	0.00337333333333	0.00155692307692	0.001012
Jamaica	63.0	3.0	8.0	52.0	2.147e-05	1.02e-06	1000.0	461.538461538	300.0	0.00034	0.000156923076923	0.000102
Honduras	305.0	22.0	6.0	277.0	3.181e-05	2.29e-06	7333.33333333	3384.61538462	2200.0	0.000763333333333	0.000352307692308	0.000229
Saint Lucia	14.0	0.0	1.0	13.0	7.697e-05	0.0	70.0	28.0	17.5	0.00038485	0.00015394	9.62125e-05
Cuba	396.0	11.0	27.0	358.0	3.493e-05	9.7e-07	3666.66666667	1692.30769231	1100.0	0.000323333333333	0.000149230769231	9.7e-05
El Salvador	78.0	4.0	5.0	69.0	1.215e-05	6.2e-07	1333.33333333	615.384615385	400.0	0.000206666666667	9.53846153846e-05	6.2e-05
The Bahamas	33.0	6.0	5.0	22.0	8.557e-05	1.556e-05	2000.0	923.076923077	600.0	0.00518666666667	0.00239384615385	0.001556
Panama	2100.0	55.0	14.0	2031.0	0.00050277	1.317e-05	18333.3333333	8461.53846154	5500.0	0.00439	0.00202615384615	0.001317
Mexico	2439.0	125.0	633.0	1681.0	1.933e-05	9.9e-07	41666.6666667	19230.7692308	12500.0	0.00033	0.000152307692308	9.9e-05
United States of America	396221	12721	0	0	0.00121106	3.888e-05	4240333.33333	1957076.92308	1272100.0	0.01296	0.00598153846154	0.003888
Costa Rica	483.0	2.0	24.0	457.0	9.661e-05	4e-07	666.666666667	307.692307692	200.0	0.000133333333333	6.15384615385e-05	4e-05
Saint Kitts and Nevis	11.0	0.0	0.0	11.0	0.00020976	0.0	55.0	22.0	13.75	0.0010488	0.00041952	0.0002622
Trinidad and Tobago	107.0	8.0	1.0	98.0	7.699e-05	5.76e-06	2666.66666667	1230.76923077	800.0	0.00192	0.000886153846154	0.000576
Guatemala	77.0	3.0	17.0	57.0	4.46e-06	1.7e-07	1000.0	461.538461538	300.0	5.66666666667e-05	2.61538461538e-05	1.7e-05
Antigua and Barbuda	19.0	1.0	0.0	18.0	0.00019733	1.039e-05	333.333333333	153.846153846	100.0	0.00346333333333	0.00159846153846	0.001039
Paraguay	115.0	5.0	15.0	95.0	1.653e-05	7.2e-07	1666.66666667	769.230769231	500.0	0.00024	0.000110769230769	7.2e-05
Saint Vincent and the Grenadines	8.0	0.0	1.0	7.0	7.259e-05	0.0	40.0	16.0	10.0	0.00036295	0.00014518	9.07375e-05
Dominican Republic	1956.0	98.0	36.0	1822.0	0.00018406	9.22e-06	32666.6666667	15076.9230769	9800.0	0.00307333333333	0.00141846153846	0.000922
Nicaragua	6.0	1.0	0.0	5.0	9.3e-07	1.5e-07	333.333333333	153.846153846	100.0	5e-05	2.30769230769e-05	1.5e-05
Haiti	25.0	1.0	0.0	24.0	2.25e-06	9e-08	333.333333333	153.846153846	100.0	3e-05	1.38461538462e-05	9e-06
Dominica	15.0	0.0	1.0	14.0	0.00020942	0.0	75.0	30.0	18.75	0.0010471	0.00041884	0.000261775
