Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Canada	478	5	9	N/A	1.29e-5	1.3e-7	1666.66666667	769.230769231	500	4.33333333333e-5	2e-5	1.3e-5	63	1	-61.8	-66.7	NA	NA
Jamaica	12	0	2	N/A	4.09e-6	0	60	24	15	2.045e-5	8.18e-6	5.1125e-6	2	0	100	100	NA	NA
Honduras	8	0	0	N/A	8.3e-7	0	40	16	10	4.15e-6	1.66e-6	1.0375e-6	2	0	-33.3	100	NA	NA
Mexico	82	0	4	N/A	6.5e-7	0	410	164	102.5	3.25e-6	1.3e-6	8.125e-7	29	0	141.7	100	NA	NA
The Bahamas	1	0	0	N/A	2.59e-6	0	5	2	1.25	1.295e-5	5.18e-6	3.2375e-6	0	0	100	100	NA	NA
Panama	69	1	0	N/A	1.652e-5	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	14	0	16.7	100	NA	NA
Cuba	5	0	0	N/A	4.4e-7	0	25	10	6.25	2.2e-6	8.8e-7	5.5e-7	1	0	100	100	NA	NA
United States of America	6421	108	17	N/A	1.963e-5	3.3e-7	36000	16615.3846154	10800	1.1e-4	5.07692307692e-5	3.3e-5	1789	23	57.9	4.5	NA	NA
Costa Rica	41	0	0	N/A	8.2e-6	0	205	82	51.25	4.1e-5	1.64e-5	1.025e-5	6	0	-25	100	NA	NA
Trinidad and Tobago	5	0	0	N/A	3.6e-6	0	25	10	6.25	1.8e-5	7.2e-6	4.5e-6	1	0	-50	100	NA	NA
Guatemala	6	1	0	N/A	3.5e-7	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	4	0	300	-100	NA	NA
Antigua and Barbuda	1	0	0	N/A	1.039e-5	0	5	2	1.25	5.195e-5	2.078e-5	1.29875e-5	0	0	100	100	NA	NA
Paraguay	9	0	0	N/A	1.29e-6	0	45	18	11.25	6.45e-6	2.58e-6	1.6125e-6	1	0	-50	100	NA	NA
Saint Vincent and the Grenadines	1	0	0	N/A	9.07e-6	0	5	2	1.25	4.535e-5	1.814e-5	1.13375e-5	0	0	100	100	NA	NA
Dominican Republic	21	1	0	N/A	1.98e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	10	1	100	100	NA	NA
Saint Lucia	2	0	0	N/A	1.1e-5	0	10	4	2.5	5.5e-5	2.2e-5	1.375e-5	0	0	100	100	NA	NA
