Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Canada	24299	713	0	23586	6.5569e-4	1.924e-5	237666.666667	109692.307692	71300	0.00641333333333	0.00296	0.001924	404651	0.010721
Jamaica	69	4	13	52	2.351e-5	1.36e-6	1333.33333333	615.384615385	400	4.53333333333e-4	2.09230769231e-4	1.36e-4	907	3.06e-4
Honduras	393	25	7	361	4.099e-5	2.61e-6	8333.33333333	3846.15384615	2500	8.7e-4	4.01538461538e-4	2.61e-4	1600	1.62e-4
Saint Lucia	15	0	4	11	8.247e-5	0	75	30	18.75	4.1235e-4	1.6494e-4	1.030875e-4	NA	NA
Cuba	669	18	92	559	5.9e-5	1.59e-6	6000	2769.23076923	1800	5.3e-4	2.44615384615e-4	1.59e-4	15057	0.001329
El Salvador	125	6	21	98	1.947e-5	9.3e-7	2000	923.076923077	600	3.1e-4	1.43076923077e-4	9.3e-5	NA	NA
The Bahamas	46	8	5	33	1.1928e-4	2.074e-5	2666.66666667	1230.76923077	800	0.00691333333333	0.00319076923077	0.002074	NA	NA
Panama	3234	79	23	3132	7.7426e-4	1.891e-5	26333.3333333	12153.8461538	7900	0.00630333333333	0.00290923076923	0.001891	15147	0.003511
Mexico	4219	273	1772	2174	3.343e-5	2.16e-6	91000	42000	27300	7.2e-4	3.32307692308e-4	2.16e-4	35479	2.75e-4
United States of America	555308	22019	0	533289	0.00169732	6.73e-5	7339666.66667	3387538.46154	2201900	0.0224333333333	0.0103538461538	0.00673	2832258	0.008557
Costa Rica	595	3	56	536	1.1901e-4	6e-7	1000	461.538461538	300	2e-4	9.23076923077e-5	6e-5	6762	0.001327
Saint Kitts and Nevis	12	0	0	12	2.2883e-4	0	60	24	15	0.00114415	4.5766e-4	2.860375e-4	205	0.003853
Trinidad and Tobago	113	8	16	89	8.13e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	1126	8.05e-4
Guatemala	155	5	19	131	8.99e-6	2.9e-7	1666.66666667	769.230769231	500	9.66666666667e-5	4.46153846154e-5	2.9e-5	1134	6.3e-5
Antigua and Barbuda	21	2	0	19	2.181e-4	2.077e-5	666.666666667	307.692307692	200	0.00692333333333	0.00319538461538	0.002077	40	4.08e-4
Paraguay	134	6	22	106	1.926e-5	8.6e-7	2000	923.076923077	600	2.86666666667e-4	1.32307692308e-4	8.6e-5	2262	3.17e-4
Saint Vincent and the Grenadines	12	0	1	11	1.0888e-4	0	60	24	15	5.444e-4	2.1776e-4	1.361e-4	NA	NA
Dominican Republic	2967	173	131	2663	2.7919e-4	1.628e-5	57666.6666667	26615.3846154	17300	0.00542666666667	0.00250461538462	0.001628	9275	8.55e-4
Nicaragua	9	1	4	4	1.39e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	NA	NA
Haiti	33	3	0	30	2.97e-6	2.7e-7	1000	461.538461538	300	9e-5	4.15384615385e-5	2.7e-5	365	3.2e-5
Dominica	16	0	8	8	2.2339e-4	0	80	32	20	0.00111695	4.4678e-4	2.792375e-4	345	0.004793
