Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Canada	20654	503	0	0	5.5733e-4	1.357e-5	167666.666667	77384.6153846	50300	0.00452333333333	0.00208769230769	0.001357	370315	0.009812
Jamaica	63	4	12	47	2.147e-5	1.36e-6	1333.33333333	615.384615385	400	4.53333333333e-4	2.09230769231e-4	1.36e-4	907	3.06e-4
Honduras	343	23	6	314	3.578e-5	2.4e-6	7666.66666667	3538.46153846	2300	8e-4	3.69230769231e-4	2.4e-4	NA	NA
Saint Lucia	14	0	1	13	7.697e-5	0	70	28	17.5	3.8485e-4	1.5394e-4	9.62125e-5	NA	NA
Cuba	515	15	28	472	4.542e-5	1.32e-6	5000	2307.69230769	1500	4.4e-4	2.03076923077e-4	1.32e-4	9410	8.31e-4
El Salvador	103	6	14	83	1.604e-5	9.3e-7	2000	923.076923077	600	3.1e-4	1.43076923077e-4	9.3e-5	NA	NA
The Bahamas	41	8	5	28	1.0632e-4	2.074e-5	2666.66666667	1230.76923077	800	0.00691333333333	0.00319076923077	0.002074	NA	NA
Panama	2528	63	16	2449	6.0524e-4	1.508e-5	21000	9692.30769231	6300	0.00502666666667	0.00232	0.001508	11776	0.002729
Mexico	3181	174	633	2374	2.521e-5	1.38e-6	58000	26769.2307692	17400	4.6e-4	2.12307692308e-4	1.38e-4	25410	1.97e-4
United States of America	461432	16477	0	0	0.00141038	5.036e-5	5492333.33333	2534923.07692	1647700	0.0167866666667	0.00774769230769	0.005036	2350552	0.007101
Costa Rica	539	3	30	506	1.0781e-4	6e-7	1000	461.538461538	300	2e-4	9.23076923077e-5	6e-5	6298	0.001236
Saint Kitts and Nevis	11	0	0	11	2.0976e-4	0	55	22	13.75	0.0010488	4.1952e-4	2.622e-4	183	0.00344
Trinidad and Tobago	109	8	1	100	7.843e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	987	7.05e-4
Guatemala	95	3	17	75	5.51e-6	1.7e-7	1000	461.538461538	300	5.66666666667e-5	2.61538461538e-5	1.7e-5	1134	6.3e-5
Antigua and Barbuda	19	2	0	17	1.9733e-4	2.077e-5	666.666666667	307.692307692	200	0.00692333333333	0.00319538461538	0.002077	40	4.08e-4
Paraguay	124	5	18	101	1.783e-5	7.2e-7	1666.66666667	769.230769231	500	2.4e-4	1.10769230769e-4	7.2e-5	2039	2.86e-4
Saint Vincent and the Grenadines	12	0	1	11	1.0888e-4	0	60	24	15	5.444e-4	2.1776e-4	1.361e-4	NA	NA
Dominican Republic	2349	118	80	2151	2.2104e-4	1.11e-5	39333.3333333	18153.8461538	11800	0.0037	0.00170769230769	0.00111	7151	6.59e-4
Nicaragua	7	1	0	6	1.08e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	NA	NA
Haiti	30	2	0	28	2.7e-6	1.8e-7	666.666666667	307.692307692	200	6e-5	2.76923076923e-5	1.8e-5	257	2.3e-5
Dominica	15	0	1	14	2.0942e-4	0	75	30	18.75	0.0010471	4.1884e-4	2.61775e-4	293	0.00407
