Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Canada	28196	1007	0	27189	7.6084e-4	2.717e-5	335666.666667	154923.076923	100700	0.00905666666667	0.00418	0.002717	462353	0.01225
Jamaica	125	5	21	99	4.259e-5	1.7e-6	1666.66666667	769.230769231	500	5.66666666667e-4	2.61538461538e-4	1.7e-4	1391	4.7e-4
Honduras	419	31	9	379	4.37e-5	3.23e-6	10333.3333333	4769.23076923	3100	0.00107666666667	4.96923076923e-4	3.23e-4	1600	1.62e-4
Saint Lucia	15	0	11	4	8.247e-5	0	75	30	18.75	4.1235e-4	1.6494e-4	1.030875e-4	319	0.001737
Cuba	814	24	151	639	7.179e-5	2.12e-6	8000	3692.30769231	2400	7.06666666667e-4	3.26153846154e-4	2.12e-4	20451	0.001806
El Salvador	159	6	30	123	2.476e-5	9.3e-7	2000	923.076923077	600	3.1e-4	1.43076923077e-4	9.3e-5	7785	0.0012
The Bahamas	49	8	6	35	1.2706e-4	2.074e-5	2666.66666667	1230.76923077	800	0.00691333333333	0.00319076923077	0.002074	NA	NA
Panama	3574	95	72	3407	8.5566e-4	2.274e-5	31666.6666667	14615.3846154	9500	0.00758	0.00349846153846	0.002274	16053	0.0037200000000000002
Mexico	5399	406	2125	2868	4.278e-5	3.22e-6	135333.333333	62461.5384615	40600	0.00107333333333	4.95384615385e-4	3.22e-4	40091	3.11e-4
United States of America	636191	28325	0	607866	0.00194454	8.658e-5	9441666.66667	4357692.30769	2832500	0.02886	0.01332	0.008658	3258424	0.009844
Costa Rica	626	4	67	555	1.2521e-4	8e-7	1333.33333333	615.384615385	400	2.66666666667e-4	1.23076923077e-4	8e-5	9089	0.001784
Saint Kitts and Nevis	14	0	0	14	2.6697e-4	0	70	28	17.5	0.00133485	5.3394e-4	3.337125e-4	234	0.004399
Trinidad and Tobago	114	8	19	87	8.202e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	1282	9.16e-4
Guatemala	180	5	19	156	1.044e-5	2.9e-7	1666.66666667	769.230769231	500	9.66666666667e-5	4.46153846154e-5	2.9e-5	1134	6.3e-5
Antigua and Barbuda	23	2	3	18	2.3887e-4	2.077e-5	666.666666667	307.692307692	200	0.00692333333333	0.00319538461538	0.002077	73	7.45e-4
Paraguay	161	8	23	130	2.315e-5	1.15e-6	2666.66666667	1230.76923077	800	3.83333333333e-4	1.76923076923e-4	1.15e-4	3888	5.45e-4
Saint Vincent and the Grenadines	12	0	1	11	1.0888e-4	0	60	24	15	5.444e-4	2.1776e-4	1.361e-4	NA	NA
Dominican Republic	3614	189	208	3217	3.4007e-4	1.778e-5	63000	29076.9230769	18900	0.00592666666667	0.00273538461538	0.001778	9275	8.55e-4
Nicaragua	9	1	4	4	1.39e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	NA	NA
Haiti	41	3	0	38	3.69e-6	2.7e-7	1000	461.538461538	300	9e-5	4.15384615385e-5	2.7e-5	365	3.2e-5
Dominica	16	0	8	8	2.2339e-4	0	80	32	20	0.00111695	4.4678e-4	2.792375e-4	345	0.004793
