Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Greer	0.0	0.0	0.0	0.0
Logan	0.175	0.355	3.7e-06	7.5e-06
Choctaw	0.053	0.106	3.58e-06	7.26e-06
Wagoner	0.97	2.211	1.211e-05	2.76e-05
Kay	1.224	2.482	2.772e-05	5.619e-05
Cherokee	1.103	2.235	2.266e-05	4.591e-05
Sequoyah	0.97	1.964	2.356e-05	4.77e-05
McClain	0.933	1.891	2.332e-05	4.729e-05
Comanche	0.0	0.0	0.0	0.0
Lincoln	0.485	0.982	1.389e-05	2.813e-05
Payne	0.933	1.891	1.137e-05	2.305e-05
Washington	3.031	6.145	5.846e-05	0.00011853
Beckham	0.874	1.773	4.027e-05	8.165e-05
Noble	0.117	0.236	1.033e-05	2.094e-05
Love	1.749	3.545	0.00017254	0.00034982
Kiowa	0.829	1.679	9.491e-05	0.00019234
Pawnee	0.991	2.009	6.046e-05	0.00012257
Oklahoma	16.553	33.56	2.089e-05	4.234e-05
Jefferson	0.0	0.0	0.0	0.0
McIntosh	0.0	0.0	0.0	0.0
Custer	0.0	0.0	0.0	0.0
Cotton	3.497	7.09	0.00060546	0.00122753
Le Flore	2.083	3.891	4.167e-05	7.785e-05
Delaware	0.021	0.051	5e-07	1.2e-06
Caddo	0.42	0.851	1.45e-05	2.938e-05
Carter	0.829	1.679	1.72e-05	3.485e-05
Grady	0.525	1.064	9.44e-06	1.915e-05
Major	0.808	1.637	0.00010576	0.00021414
Rogers	0.0	0.0	0.0	0.0
Bryan	0.0	0.0	0.0	0.0
Washita	0.0	0.0	0.0	0.0
Beaver	0.0	0.0	0.0	0.0
Atoka	0.829	1.679	5.987e-05	0.00012133
Pontotoc	0.35	0.709	9.14e-06	1.854e-05
Seminole	3.497	7.09	0.00014229	0.00028848
Marshall	0.0	0.0	0.0	0.0
Mayes	0.85	1.725	2.069e-05	4.196e-05
Osage	2.209	4.477	4.699e-05	9.523e-05
Okmulgee	0.0	0.0	0.0	0.0
Unassigned	0.0	0.0	N/A	N/A
Stephens	0.608	1.231	1.404e-05	2.846e-05
Woodward	0.829	1.679	4.097e-05	8.303e-05
Muskogee	0.044	0.105	6.4e-07	1.53e-06
Out of OK	0.0	0.0	N/A	N/A
Creek	0.051	0.117	7.2e-07	1.63e-06
Latimer	0.004	0.008	3.5e-07	7.8e-07
Craig	0.377	0.764	2.637e-05	5.34e-05
Kingfisher	0.0	0.0	0.0	0.0
Pittsburg	0.525	1.064	1.197e-05	2.425e-05
Texas	2.623	5.318	0.00012823	0.00025997
Canadian	2.157	4.372	1.493e-05	3.027e-05
Dewey	0.0	0.0	0.0	0.0
Tillman	0.0	0.0	0.0	0.0
McCurtain	1.617	3.274	4.944e-05	0.00010011
Tulsa	8.071	17.338	1.245e-05	2.674e-05
Cleveland	6.285	13.392	2.231e-05	4.755e-05
Nowata	0.0	0.0	0.0	0.0
Ottawa	1.078	2.183	3.457e-05	7.001e-05
Pottawatomie	1.767	3.582	2.432e-05	4.928e-05
Garvin	0.408	0.827	1.467e-05	2.974e-05
Garfield	4.371	8.863	7.176e-05	0.0001455
Grant	0.808	1.637	0.00018687	0.00037839
Adair	1.602	3.246	7.254e-05	0.000147
Jackson	0.35	0.709	1.402e-05	2.842e-05
