Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Logan	0.0	0.0	0.0	0.0
Pike	1.049	1.049	9.83e-05	9.83e-05
Sevier	0.599	0.599	3.494e-05	3.494e-05
Searcy	0.539	0.539	6.773e-05	6.773e-05
Baxter	2.712	2.712	6.517e-05	6.517e-05
Van Buren	0.24	0.24	1.443e-05	1.443e-05
Lincoln	0.539	0.539	4.027e-05	4.027e-05
Conway	1.437	1.437	6.88e-05	6.88e-05
Hot Spring	0.022	0.022	6.4e-07	6.4e-07
Lee	1.701	1.701	0.0001893	0.0001893
Washington	1.317	1.317	5.56e-06	5.56e-06
Woodruff	0.898	0.898	0.00013841	0.00013841
Desha	0.359	0.359	3.121e-05	3.121e-05
Jefferson	4.012	4.012	5.891e-05	5.891e-05
Newton	0.898	0.898	0.00011509	0.00011509
Pulaski	10.12	10.12	2.577e-05	2.577e-05
Independence	0.24	0.24	6.36e-06	6.36e-06
Ouachita	0.0	0.0	0.0	0.0
Mississippi	4.971	4.971	0.00012054	0.00012054
Monroe	0.829	0.829	0.00012007	0.00012007
Yell	0.0	0.0	0.0	0.0
Faulkner	2.336	2.336	1.871e-05	1.871e-05
Izard	0.0	0.0	0.0	0.0
Lawrence	2.273	2.273	0.00013832	0.00013832
Hempstead	0.113	0.113	5.22e-06	5.22e-06
Cross	0.35	0.35	2.097e-05	2.097e-05
Arkansas	1.797	1.797	0.00010111	0.00010111
Craighead	1.737	1.737	1.6e-05	1.6e-05
Benton	0.539	0.539	1.98e-06	1.98e-06
Columbia	1.258	1.258	5.343e-05	5.343e-05
Madison	0.0	0.0	0.0	0.0
Boone	1.258	1.258	3.355e-05	3.355e-05
Scott	0.874	0.874	8.473e-05	8.473e-05
Miller	0.0	0.0	0.0	0.0
Howard	0.0	0.0	0.0	0.0
Saline	1.677	1.677	1.381e-05	1.381e-05
Unassigned	0.0	0.0	N/A	N/A
Randolph	0.608	0.608	3.385e-05	3.385e-05
Dallas	0.0	0.0	0.0	0.0
Drew	0.663	0.663	3.616e-05	3.616e-05
Clay	0.0	0.0	0.0	0.0
Phillips	0.0	0.0	0.0	0.0
Franklin	0.0	0.0	0.0	0.0
Saint Francis	0.0	0.0	0.0	0.0
Crittenden	4.731	4.731	9.786e-05	9.786e-05
Pope	1.797	1.797	2.807e-05	2.807e-05
Chicot	0.216	0.216	2.065e-05	2.065e-05
Greene	0.299	0.299	6.61e-06	6.61e-06
Lafayette	0.0	0.0	0.0	0.0
Stone	0.0	0.0	0.0	0.0
Union	0.599	0.599	1.531e-05	1.531e-05
Perry	1.797	1.797	0.00017355	0.00017355
Clark	0.0	0.0	0.0	0.0
Carroll	1.701	1.701	6.027e-05	6.027e-05
Poinsett	0.12	0.12	5e-06	5e-06
Cleburne	0.599	0.599	2.399e-05	2.399e-05
Garland	1.916	1.916	1.933e-05	1.933e-05
Johnson	0.206	0.206	7.72e-06	7.72e-06
White	0.0	0.0	0.0	0.0
Cleveland	0.359	0.359	4.481e-05	4.481e-05
Ashley	7.186	7.186	0.00035848	0.00035848
Crawford	1.258	1.258	1.983e-05	1.983e-05
Nevada	0.898	0.898	0.00010789	0.00010789
Sebastian	0.06	0.06	4.7e-07	4.7e-07
Lonoke	1.278	1.278	1.736e-05	1.736e-05
Sharp	0.0	0.0	0.0	0.0
Prairie	0.0	0.0	0.0	0.0
Polk	0.028	0.028	1.38e-06	1.38e-06
Grant	0.12	0.12	6.59e-06	6.59e-06
Bradley	0.12	0.12	1.099e-05	1.099e-05
