Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	14034	686	127	13221	6.7e-5	3.27e-6	228666.666667	105538.461538	68600	0.00109	5.03076923077e-4	3.27e-4	54824	2.58e-4
Belize	7	1	0	6	1.827e-5	2.61e-6	333.333333333	153.846153846	100	8.7e-4	4.01538461538e-4	2.61e-4	268	6.74e-4
Colombia	1780	50	100	1630	3.585e-5	1.01e-6	16666.6666667	7692.30769231	5000	3.36666666667e-4	1.55384615385e-4	1.01e-4	30445	5.98e-4
Suriname	10	1	0	9	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	NA	NA
Uruguay	424	7	150	267	1.2292e-4	2.03e-6	2333.33333333	1076.92307692	700	6.76666666667e-4	3.12307692308e-4	2.03e-4	5727	0.001649
Peru	2954	107	1301	1546	9.234e-5	3.34e-6	35666.6666667	16461.5384615	10700	0.00111333333333	5.13846153846e-4	3.34e-4	21555	6.54e-4
Ecuador	3747	191	100	3456	2.1932e-4	1.118e-5	63666.6666667	29384.6153846	19100	0.00372666666667	0.00172	0.001118	14406	8.17e-4
Chile	5116	43	898	4175	2.7316e-4	2.3e-6	14333.3333333	6615.38461538	4300	7.66666666667e-4	3.53846153846e-4	2.3e-4	57122	0.002988
Guyana	33	5	8	20	4.236e-5	6.42e-6	1666.66666667	769.230769231	500	0.00214	9.87692307692e-4	6.42e-4	132	1.68e-4
Grenada	12	0	0	12	1.0767e-4	0	60	24	15	5.3835e-4	2.1534e-4	1.345875e-4	45	4e-4
Argentina	1628	56	338	1234	3.659e-5	1.26e-6	18666.6666667	8615.38461538	5600	4.2e-4	1.93846153846e-4	1.26e-4	11778	2.61e-4
Bolivia	194	14	2	178	1.709e-5	1.23e-6	4666.66666667	2153.84615385	1400	4.1e-4	1.89230769231e-4	1.23e-4	591	5.1e-5
Venezuela	165	7	65	93	5.72e-6	2.4e-7	2333.33333333	1076.92307692	700	8e-5	3.69230769231e-5	2.4e-5	1779	6.3e-5
Barbados	63	3	6	54	2.1979e-4	1.047e-5	1000	461.538461538	300	0.00349	0.00161076923077	0.001047	557	0.001938
