Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Brazil	1924.0	34.0	2.0	1888.0	9.19e-06	1.6e-07	11333.3333333	5230.76923077	3400.0	5.33333333333e-05	2.46153846154e-05	1.6e-05
Suriname	5.0	0.0	0.0	5.0	8.68e-06	0.0	25.0	10.0	6.25	4.34e-05	1.736e-05	1.085e-05
The Bahamas	4.0	0.0	0.0	4.0	1.037e-05	0.0	20.0	8.0	5.0	5.185e-05	2.074e-05	1.29625e-05
Panama	313.0	3.0	1.0	309.0	7.494e-05	7.2e-07	1000.0	461.538461538	300.0	0.00024	0.000110769230769	7.2e-05
Costa Rica	158.0	2.0	2.0	154.0	3.16e-05	4e-07	666.666666667	307.692307692	200.0	0.000133333333333	6.15384615385e-05	4e-05
Peru	395.0	5.0	1.0	389.0	1.235e-05	1.6e-07	1666.66666667	769.230769231	500.0	5.33333333333e-05	2.46153846154e-05	1.6e-05
Argentina	266.0	4.0	27.0	235.0	5.98e-06	9e-08	1333.33333333	615.384615385	400.0	3e-05	1.38461538462e-05	9e-06
Bolivia	27.0	0.0	0.0	27.0	2.38e-06	0.0	135.0	54.0	33.75	1.19e-05	4.76e-06	2.975e-06
Venezuela	77.0	0.0	15.0	62.0	2.67e-06	0.0	385.0	154.0	96.25	1.335e-05	5.34e-06	3.3375e-06
Ecuador	981.0	18.0	3.0	960.0	5.742e-05	1.05e-06	6000.0	2769.23076923	1800.0	0.00035	0.000161538461538	0.000105
Cuba	40.0	1.0	0.0	39.0	3.53e-06	9e-08	333.333333333	153.846153846	100.0	3e-05	1.38461538462e-05	9e-06
El Salvador	3.0	0.0	0.0	3.0	4.7e-07	0.0	15.0	6.0	3.75	2.35e-06	9.4e-07	5.875e-07
Guatemala	20.0	1.0	0.0	19.0	1.16e-06	6e-08	333.333333333	153.846153846	100.0	2e-05	9.23076923077e-06	6e-06
Chile	746.0	2.0	11.0	733.0	3.983e-05	1.1e-07	666.666666667	307.692307692	200.0	3.66666666667e-05	1.69230769231e-05	1.1e-05
Saint Vincent and the Grenadines	1.0	0.0	0.0	1.0	9.07e-06	0.0	5.0	2.0	1.25	4.535e-05	1.814e-05	1.13375e-05
Haiti	6.0	0.0	0.0	6.0	5.4e-07	0.0	30.0	12.0	7.5	2.7e-06	1.08e-06	6.75e-07
Belize	1.0	0.0	0.0	1.0	2.61e-06	0.0	5.0	2.0	1.25	1.305e-05	5.22e-06	3.2625e-06
Saint Lucia	3.0	0.0	0.0	3.0	1.649e-05	0.0	15.0	6.0	3.75	8.245e-05	3.298e-05	2.06125e-05
Dominica	2.0	0.0	0.0	2.0	2.792e-05	0.0	10.0	4.0	2.5	0.0001396	5.584e-05	3.49e-05
Trinidad and Tobago	51.0	0.0	0.0	51.0	3.669e-05	0.0	255.0	102.0	63.75	0.00018345	7.338e-05	4.58625e-05
Guyana	20.0	1.0	0.0	19.0	2.567e-05	1.28e-06	333.333333333	153.846153846	100.0	0.000426666666667	0.000196923076923	0.000128
Grenada	1.0	0.0	0.0	1.0	8.97e-06	0.0	5.0	2.0	1.25	4.485e-05	1.794e-05	1.12125e-05
Dominican Republic	245.0	3.0	3.0	239.0	2.305e-05	2.8e-07	1000.0	461.538461538	300.0	9.33333333333e-05	4.30769230769e-05	2.8e-05
Jamaica	19.0	1.0	2.0	16.0	6.47e-06	3.4e-07	333.333333333	153.846153846	100.0	0.000113333333333	5.23076923077e-05	3.4e-05
Honduras	27.0	0.0	0.0	27.0	2.82e-06	0.0	135.0	54.0	33.75	1.41e-05	5.64e-06	3.525e-06
Mexico	316.0	3.0	4.0	309.0	2.5e-06	2e-08	1000.0	461.538461538	300.0	6.66666666667e-06	3.07692307692e-06	2e-06
Uruguay	158.0	0.0	0.0	158.0	4.581e-05	0.0	790.0	316.0	197.5	0.00022905	9.162e-05	5.72625e-05
Antigua and Barbuda	3.0	0.0	0.0	3.0	3.116e-05	0.0	15.0	6.0	3.75	0.0001558	6.232e-05	3.895e-05
Colombia	277.0	3.0	3.0	271.0	5.58e-06	6e-08	1000.0	461.538461538	300.0	2e-05	9.23076923077e-06	6e-06
Paraguay	22.0	1.0	0.0	21.0	3.16e-06	1.4e-07	333.333333333	153.846153846	100.0	4.66666666667e-05	2.15384615385e-05	1.4e-05
Nicaragua	2.0	0.0	0.0	2.0	3.1e-07	0.0	10.0	4.0	2.5	1.55e-06	6.2e-07	3.875e-07
Barbados	17.0	0.0	0.0	17.0	5.931e-05	0.0	85.0	34.0	21.25	0.00029655	0.00011862	7.41375e-05
