Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	25262	1532	3046	20684	1.206e-4	7.31e-6	510666.666667	235692.307692	153200	0.00243666666667	0.00112461538462	7.31e-4	62985	2.96e-4
Belize	18	2	0	16	4.699e-5	5.22e-6	666.666666667	307.692307692	200	0.00174	8.03076923077e-4	5.22e-4	567	0.001426
Colombia	2979	127	354	2498	6e-5	2.56e-6	42333.3333333	19538.4615385	12700	8.53333333333e-4	3.93846153846e-4	2.56e-4	43053	8.46e-4
Suriname	10	1	6	3	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	NA	NA
Uruguay	483	8	248	227	1.4003e-4	2.32e-6	2666.66666667	1230.76923077	800	0.00077333333333300005	3.56923076923e-4	2.32e-4	9236	0.002659
Peru	10303	230	2869	7204	3.2208e-4	7.19e-6	76666.6666667	35384.6153846	23000	0.00239666666667	0.00110615384615	7.19e-4	102216	0.0031
Ecuador	7603	369	696	6538	4.4503e-4	2.16e-5	123000	56769.2307692	36900	0.0072	0.00332307692308	0.00216	25347	0.001437
Chile	7917	92	2646	5179	4.2271e-4	4.9100000000000004e-006	30666.6666667	14153.8461538	9200	0.00163666666667	7.55384615385e-4	4.91e-4	87794	0.004593
Guyana	47	6	8	33	6.033e-5	7.7e-6	2000	923.076923077	600	0.00256666666667	0.00118461538462	7.7e-4	213	2.71e-4
Grenada	14	0	0	14	1.2561e-4	0	70	28	17.5	6.2805e-4	2.5122e-4	1.570125e-4	92	8.18e-4
Argentina	2277	102	559	1616	5.117e-5	2.29e-6	34000	15692.3076923	10200	7.63333333333e-4	3.52307692308e-4	2.29e-4	22805	5.05e-4
Bolivia	354	28	6	320	3.118e-5	2.47e-6	9333.33333333	4307.69230769	2800	8.23333333333e-4	3.8e-4	2.47e-4	2185	1.87e-4
Venezuela	189	9	110	70	6.55e-6	3.1e-7	3000	1384.61538462	900	1.03333333333e-4	4.76923076923e-5	3.1e-5	203108	0.007143
Barbados	72	4	13	55	2.5119e-4	1.395e-5	1333.33333333	615.384615385	400	0.00465	0.00214615384615	0.001395	839	0.00292
