Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	19638	1057	173	18408	9.375e-5	5.05e-6	352333.333333	162615.384615	105700	0.00168333333333	7.76923076923e-4	5.05e-4	62985	2.96e-4
Belize	10	2	0	8	2.61e-5	5.22e-6	666.666666667	307.692307692	200	0.00174	8.03076923077e-4	5.22e-4	364	9.15e-4
Colombia	2473	80	197	2196	4.981e-5	1.61e-6	26666.6666667	12307.6923077	8000	5.36666666667e-4	2.47692307692e-4	1.61e-4	37593	7.39e-4
Suriname	10	1	4	5	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	NA	NA
Uruguay	473	7	206	260	1.3713e-4	2.03e-6	2333.33333333	1076.92307692	700	6.76666666667e-4	3.12307692308e-4	2.03e-4	6856	0.001974
Peru	5897	169	1569	4159	1.8434e-4	5.28e-6	56333.3333333	26000	16900	0.00176	8.12307692308e-4	5.28e-4	56681	0.001719
Ecuador	7161	297	368	6496	4.1916e-4	1.738e-5	99000	45692.3076923	29700	0.00579333333333	0.00267384615385	0.001738	21568	0.001222
Chile	6501	65	1571	4865	3.4711e-4	3.47e-6	21666.6666667	10000	6500	0.00115666666667	5.33846153846e-4	3.47e-4	72797	0.003808
Guyana	37	6	8	23	4.75e-5	7.7e-6	2000	923.076923077	600	0.00256666666667	0.00118461538462	7.7e-4	145	1.84e-4
Grenada	14	0	0	14	1.2561e-4	0	70	28	17.5	6.2805e-4	2.5122e-4	1.570125e-4	92	8.18e-4
Argentina	1975	82	375	1518	4.439e-5	1.84e-6	27333.3333333	12615.3846154	8200	6.13333333333e-4	2.83076923077e-4	1.84e-4	16379	3.62e-4
Bolivia	268	19	2	247	2.361e-5	1.67e-6	6333.33333333	2923.07692308	1900	5.56666666667e-4	2.56923076923e-4	1.67e-4	591	5.1e-5
Venezuela	171	9	84	78	5.92e-6	3.1e-7	3000	1384.61538462	900	1.03333333333e-4	4.76923076923e-5	3.1e-5	139282	0.004898
Barbados	67	4	11	52	2.3374e-4	1.395e-5	1333.33333333	615.384615385	400	0.00465	0.00214615384615	0.001395	736	0.002561
