Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Guyana	0.001	105.094	0.0	0.00013491
Brazil	0.0	6623.017	0.0	3.162e-05
Ecuador	0.076	10360.009	0.0	0.0006064
Uruguay	0.003	473.358	0.0	0.00013723
Venezuela	0.0	3.201	0.0	1.1e-07
Argentina	0.025	3383.853	0.0	7.605e-05
Belize	0.0	36.479	0.0	9.523e-05
Bolivia	0.005	699.179	0.0	6.158e-05
Colombia	0.0	328.625	0.0	6.62e-06
Suriname	0.0	0.0	0.0	0.0
Peru	0.147	20145.909	0.0	0.00062977
Grenada	0.0	0.309	0.0	2.77e-06
Barbados	0.0	1.642	0.0	5.73e-06
Chile	0.103	14145.998	1e-08	0.00075529
Aruba	0.0	0.0	0.0	0.0
