Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.003	3e-08	0.706	6.67e-06	0.0	0.0	0.004	3e-08
Bolivia	22.245	1.96e-06	8169.621	0.00071959	1.034	9e-08	44.813	3.95e-06
Uruguay	4.62	1.34e-06	745.891	0.00021624	0.154	4e-08	3.795	1.1e-06
Belize	0.272	7.1e-07	8.073	2.107e-05	0.003	1e-08	0.023	6e-08
Grenada	0.02	1.8e-07	0.703	6.31e-06	0.0	0.0	0.002	2e-08
Barbados	0.053	1.9e-07	5.034	1.756e-05	0.002	1e-08	0.022	8e-08
Curacao	0.01	6e-08	1.602	1.002e-05	0.0	0.0	0.008	5e-08
Suriname	0.129	2.2e-07	20.799	3.611e-05	0.004	1e-08	0.106	1.8e-07
Venezuela	323.661	1.121e-05	52253.213	0.00180994	10.789	3.7e-07	265.833	9.21e-06
Guyana	0.131	1.7e-07	38.359	4.924e-05	0.006	1e-08	0.206	2.6e-07
