Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.034	3.2e-07	0.511	4.83e-06	0.0	0.0	0.001	1e-08
Argentina	1281.303	2.88e-05	121296.704	0.00272611	36.389	8.2e-07	541.735	1.218e-05
Bolivia	322.558	2.841e-05	6573.514	0.000579	2.603	2.3e-07	14.548	1.28e-06
Uruguay	37.474	1.086e-05	506.159	0.00014674	0.188	5e-08	0.662	1.9e-07
Peru	1103.815	3.451e-05	60400.75	0.00188816	20.928	6.5e-07	221.205	6.91e-06
Brazil	7572.667	3.615e-05	2781061.862	0.0132767	352.129	1.68e-06	15255.137	7.283e-05
Ecuador	138.528	8.11e-06	18184.963	0.00106442	4.383	2.6e-07	89.313	5.23e-06
Chile	227.026	1.212e-05	21491.805	0.00114751	6.448	3.4e-07	95.987	5.12e-06
Belize	0.437	1.14e-06	1.798	4.69e-06	0.0	0.0	0.0	0.0
Grenada	0.04	3.6e-07	0.192	1.72e-06	0.0	0.0	0.0	0.0
Colombia	2658.909	5.355e-05	145495.497	0.0029305	50.413	1.02e-06	532.845	1.073e-05
Barbados	0.284	9.9e-07	2.68	9.35e-06	0.001	0.0	0.001	1e-08
Curacao	0.08	5e-07	1.087	6.8e-06	0.0	0.0	0.001	1e-08
Suriname	1.045	1.81e-06	14.114	2.45e-05	0.005	1e-08	0.018	3e-08
Venezuela	2625.247	9.093e-05	35458.822	0.00122822	13.162	4.6e-07	46.391	1.61e-06
Guyana	1.754	2.25e-06	29.43	3.778e-05	0.012	1e-08	0.056	7e-08
