Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.015	1.4e-07	0.649	6.13e-06	0.0	0.0	0.002	2e-08
Argentina	341.681	7.68e-06	125482.294	0.00282018	15.888	3.6e-07	688.316	1.547e-05
Bolivia	111.227	9.8e-06	7719.151	0.00067991	2.603	2.3e-07	30.465	2.68e-06
Uruguay	18.994	5.51e-06	673.509	0.00019526	0.249	7e-08	2.082	6e-07
Peru	397.373	1.242e-05	64153.72	0.00200548	13.246	4.1e-07	326.376	1.02e-05
Ecuador	25.187	1.47e-06	18562.767	0.00108654	1.511	9e-08	104.878	6.14e-06
Chile	60.54	3.23e-06	22233.424	0.0011871	2.815	1.5e-07	121.958	6.51e-06
Belize	0.507	1.32e-06	4.787	1.25e-05	0.001	0.0	0.003	1e-08
Grenada	0.042	3.8e-07	0.448	4.02e-06	0.0	0.0	0.0	0.0
Colombia	957.207	1.928e-05	154535.787	0.00311259	31.907	6.4e-07	786.186	1.583e-05
Barbados	0.206	7.2e-07	4.19	1.462e-05	0.002	1e-08	0.009	3e-08
Curacao	0.041	2.6e-07	1.446	9.05e-06	0.001	0.0	0.004	3e-08
Suriname	0.53	9.2e-07	18.781	3.261e-05	0.007	1e-08	0.058	1e-07
Venezuela	1330.605	4.609e-05	47182.53	0.0016343	17.478	6.1e-07	145.863	5.05e-06
Guyana	0.655	8.4e-07	35.819	4.598e-05	0.012	2e-08	0.131	1.7e-07
