Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Lapeer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020-03-22
Lapeer	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	2020-03-23
Lapeer	1	0	0	0	1.136e-05	0.0	5	2	1.25	5.68e-05	2.272e-05	1.42e-05	1	0	0	0	2020-03-24
Lapeer	1	0	0	0	1.136e-05	0.0	5	2	1.25	5.68e-05	2.272e-05	1.42e-05	0	0	0	0	2020-03-25
Lapeer	3	0	0	0	3.408e-05	0.0	15	6	3.75	0.0001704	6.816e-05	4.26e-05	2	0	0	0	2020-03-26
Lapeer	4	0	0	0	4.544e-05	0.0	20	8	5	0.0002272	9.088e-05	5.68e-05	1	0	0	0	2020-03-27
Lapeer	4	0	0	0	4.544e-05	0.0	20	8	5	0.0002272	9.088e-05	5.68e-05	0	0	0	0	2020-03-28
Lapeer	4	0	0	0	4.544e-05	0.0	20	8	5	0.0002272	9.088e-05	5.68e-05	0	0	0	0	2020-03-29
Lapeer	6	0	0	0	6.816e-05	0.0	30	12	7.5	0.0003408	0.00013632	8.52e-05	2	0	0	0	2020-03-30
Lapeer	8	0	0	0	9.088e-05	0.0	40	16	10	0.0004544	0.00018176	0.0001136	2	0	0	0	2020-03-31
Lapeer	8	0	0	0	9.088e-05	0.0	40	16	10	0.0004544	0.00018176	0.0001136	0	0	-100	100	2020-04-01
Lapeer	21	0	0	0	0.00023856	0.0	105	42	26.25	0.0011928	0.00047712	0.0002982	13	0	0	0	2020-04-02
Lapeer	22	0	0	0	0.00024992	0.0	110	44	27.5	0.0012496	0.00049984	0.0003124	1	0	-92.3	0	2020-04-03
Lapeer	27	0	0	0	0.00030672	0.0	135	54	33.75	0.0015336	0.00061344	0.0003834	5	0	400	0	2020-04-04
Lapeer	45	0	0	0	0.0005112	0.0	225	90	56.25	0.002556	0.0010224	0.000639	18	0	0	0	2020-04-05
