Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Turkey	2433	59	26	2348	2.956e-05	7.2e-07	19666.6666667	9076.92307692	5900	0.00024	0.000110769230769	7.2e-05	561	15	63.6	114.3	33004	3.97e-4
Italy	74386	7503	9362	57521	0.00123092	0.00012416	2501000	1154307.69231	750300	0.0413866666667	0.0191015384615	0.012416	5210	683	-0.7	-8.1	324445	0.005379
Czech Republic	1654	6	10	1638	0.00015566	5.6e-07	2000	923.076923077	600	0.000186666666667	8.61538461538e-05	5.6e-05	260	3	64.6	50	22600	0.002122
Monaco	31	0	1	30	0.00080141	0.0	155	62	38.75	0.00400705	0.00160282	0.0010017625	8	0	100	100	NA	NA
Lithuania	274	4	1	269	9.822e-05	1.43e-06	1333.33333333	615.384615385	400	0.000476666666667	0.00022	0.000143	65	2	116.7	100	3471	0.001242
Luxembourg	1333	8	6	1319	0.00219342	1.316e-05	2666.66666667	1230.76923077	800	0.00438666666667	0.00202461538462	0.001316	234	0	4.5	100	NA	NA
France	25600	1333	3907	20360	0.00038216	1.99e-05	444333.333333	205076.923077	133300	0.00663333333333	0.00306153846154	0.00199	2978	231	19.2	-3.8	NA	NA
Andorra	188	1	1	186	0.00244137	1.299e-05	333.333333333	153.846153846	100	0.00433	0.00199846153846	0.001299	24	0	-22.6	100	NA	NA
Switzerland	10897	153	131	10613	0.00127951	1.797e-05	51000	23538.4615385	15300	0.00599	0.00276461538462	0.001797	1020	31	-5.7	1450	NA	NA
Georgia	75	0	10	65	2.01e-05	0.0	375	150	93.75	0.0001005	4.02e-05	2.5125e-05	5	0	-44.4	100	NA	NA
Slovakia	216	0	7	209	3.965e-05	0.0	1080	432	270	0.00019825	7.93e-05	4.95625e-05	12	0	-33.3	100	NA	NA
Ireland	1564	9	5	1550	0.00032224	1.85e-06	3000	1384.61538462	900	0.000616666666667	0.000284615384615	0.000185	235	2	15.2	100	NA	NA
Norway	3084	14	6	3064	0.00058032	2.63e-06	4666.66666667	2153.84615385	1400	0.000876666666667	0.000404615384615	0.000263	221	2	-8.7	0	73089	0.013617
Israel	2369	5	58	2306	0.00026667	5.6e-07	1666.66666667	769.230769231	500	0.000186666666667	8.61538461538e-05	5.6e-05	439	2	-10	0	37586	0.004097
Belarus	86	0	29	57	9.07e-06	0.0	430	172	107.5	4.535e-05	1.814e-05	1.13375e-05	5	0	100	100	23000	0.002423
Iceland	737	2	56	679	0.00208443	5.66e-06	666.666666667	307.692307692	200	0.00188666666667	0.000870769230769	0.000566	89	0	48.3	-100	NA	NA
Montenegro	52	1	0	51	8.355e-05	1.61e-06	333.333333333	153.846153846	100	0.000536666666667	0.000247692307692	0.000161	5	0	-75	100	NA	NA
Slovenia	528	5	10	513	0.0002554	2.42e-06	1666.66666667	769.230769231	500	0.000806666666667	0.000372307692308	0.000242	48	1	26.3	0	16113	0.007695
Germany	37323	206	3547	33570	0.00045007	2.48e-06	68666.6666667	31692.3076923	20600	0.000826666666667	0.000381538461538	0.000248	4337	49	10.4	44.1	NA	NA
Bosnia and Herzegovina	176	3	2	171	5.295e-05	9e-07	1000	461.538461538	300	0.0003	0.000138461538462	9e-05	10	0	-70.6	-100	1133	3.29e-4
Armenia	265	0	16	249	8.978e-05	0.0	1325	530	331.25	0.0004489	0.00017956	0.000112225	16	0	14.3	100	1580	5.35e-4
Belgium	4937	178	547	4212	0.00043223	1.558e-05	59333.3333333	27384.6153846	17800	0.00519333333333	0.00239692307692	0.001558	668	56	27	64.7	NA	NA
Spain	49515	3647	5367	40501	0.00105974	7.805e-05	1215666.66667	561076.923077	364700	0.0260166666667	0.0120076923077	0.007805	9630	839	102.8	68.8	NA	NA
Ukraine	145	5	1	139	3.25e-06	1.1e-07	1666.66666667	769.230769231	500	3.66666666667e-05	1.69230769231e-05	1.1e-05	48	2	100	100	NA	NA
San Marino	208	21	4	183	0.00615658	0.00062158	7000	3230.76923077	2100	0.207193333333	0.0956276923077	0.062158	21	0	100	-100	NA	NA
Netherlands	6438	357	4	6077	0.00037363	2.072e-05	119000	54923.0769231	35700	0.00690666666667	0.00318769230769	0.002072	858	80	5.1	27	NA	NA
Denmark	1862	34	41	1787	0.00032118	5.86e-06	11333.3333333	5230.76923077	3400	0.00195333333333	0.000901538461538	0.000586	144	2	-1.4	-75	17891	0.003017
Poland	1051	14	7	1030	2.767e-05	3.7e-07	4666.66666667	2153.84615385	1400	0.000123333333333	5.69230769231e-05	3.7e-05	150	4	-1.3	100	26244	6.84e-4
Finland	880	3	10	867	0.00015948	5.4e-07	1000	461.538461538	300	0.00018	8.30769230769e-05	5.4e-05	88	2	-4.3	100	NA	NA
Macedonia	177	3	1	173	8.498e-05	1.44e-06	1000	461.538461538	300	0.00048	0.000221538461538	0.000144	29	1	141.7	100	NA	NA
Moldova	149	1	2	146	4.202e-05	2.8e-07	333.333333333	153.846153846	100	9.33333333333e-05	4.30769230769e-05	2.8e-05	24	0	50	100	NA	NA
Liechtenstein	51	0	0	51	0.00134529	0.0	255	102	63.75	0.00672645	0.00269058	0.0016816125	0	0	100	100	NA	NA
Latvia	221	0	1	220	0.00011471	0.0	1105	442	276.25	0.00057355	0.00022942	0.0001433875	24	0	41.2	100	9796	0.005102
Croatia	442	1	22	419	0.00010808	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	60	0	-10.4	100	NA	NA
Malta	129	0	2	127	0.00026679	0.0	645	258	161.25	0.00133395	0.00053358	0.0003334875	19	0	533.3	100	NA	NA
Vatican	4	0	0	4	0.00499376	0.0	20	8	5	0.0249688	0.00998752	0.0062422	0	0	-100	100	NA	NA
Sweden	2526	62	16	2448	0.00024806	6.09e-06	20666.6666667	9538.46153846	6200	0.00203	0.000936923076923	0.000609	240	26	0	136.4	24500	0.002859
Russia	658	3	29	626	4.55e-06	2e-08	1000	461.538461538	300	6.66666666667e-06	3.07692307692e-06	2e-06	163	2	186	100	192824	0.001314
Bulgaria	242	3	4	235	3.445e-05	4.3e-07	1000	461.538461538	300	0.000143333333333	6.61538461538e-05	4.3e-05	24	0	41.2	100	NA	NA
Romania	906	17	86	803	4.652e-05	8.7e-07	5666.66666667	2615.38461538	1700	0.00029	0.000133846153846	8.7e-05	112	6	-48.6	50	NA	NA
Albania	146	5	17	124	5.094e-05	1.74e-06	1666.66666667	769.230769231	500	0.00058	0.000267692307692	0.000174	23	0	21.1	-100	NA	NA
Portugal	2995	43	22	2930	0.00029129	4.18e-06	14333.3333333	6615.38461538	4300	0.00139333333333	0.000643076923077	0.000418	633	10	109.6	0	NA	NA
Estonia	404	1	8	395	0.00030586	7.6e-07	333.333333333	153.846153846	100	0.000253333333333	0.000116923076923	7.6e-05	35	1	105.9	100	NA	NA
Azerbaijan	93	2	10	81	9.35e-06	2e-07	666.666666667	307.692307692	200	6.66666666667e-05	3.07692307692e-05	2e-05	6	1	-60	100	NA	NA
United Kingdom	9640	466	140	9034	0.00014499	7.01e-06	155333.333333	71692.3076923	46600	0.00233666666667	0.00107846153846	0.000701	1476	43	2.6	-50.6	97019	0.001436
Austria	5588	30	9	5549	0.00063162	3.39e-06	10000	4615.38461538	3000	0.00113	0.000521538461538	0.000339	305	2	-62.3	-71.4	32407	0.00364
Republic of Serbia	384	4	15	365	5.5e-05	5.7e-07	1333.33333333	615.384615385	400	0.00019	8.76923076923e-05	5.7e-05	81	1	50	100	NA	NA
Greece	821	22	36	763	7.653e-05	2.05e-06	7333.33333333	3384.61538462	2200	0.000683333333333	0.000315384615385	0.000205	78	2	62.5	-33.3	NA	NA
Hungary	226	10	21	195	2.313e-05	1.02e-06	3333.33333333	1538.46153846	1000	0.00034	0.000156923076923	0.000102	39	1	95	-50	6817	6.98e-4
Cyprus	132	3	3	126	0.00011282	2.56e-06	1000	461.538461538	300	0.000853333333333	0.000393846153846	0.000256	8	0	0	-100	NA	NA
New Zealand	205	0	22	183	4.196e-05	0.0	1025	410	256.25	0.0002098	8.392e-05	5.245e-05	50	0	-5.7	100	9780	0.001967
Australia	2364	8	119	2237	9.459e-05	3.2e-07	2666.66666667	1230.76923077	800	0.000106666666667	4.92307692308e-05	3.2e-05	320	0	-11.6	-100	169084	0.006591
Fiji	5	0	0	5	5.66e-06	0.0	25	10	6.25	2.83e-05	1.132e-05	7.075e-06	1	0	0	100	NA	NA
Papua New Guinea	1	0	0	1	1.2e-07	0.0	5	2	1.25	6e-07	2.4e-07	1.5e-07	0	0	100	100	NA	NA
Madagascar	19	0	0	19	7.2e-07	0.0	95	38	23.75	3.6e-06	1.44e-06	9e-07	2	0	-60	100	NA	NA
Swaziland	4	0	0	4	3.52e-06	0.0	20	8	5	1.76e-05	7.04e-06	4.4e-06	0	0	100	100	NA	NA
Liberia	3	0	0	3	6.2e-07	0.0	15	6	3.75	3.1e-06	1.24e-06	7.75e-07	0	0	100	100	NA	NA
Sudan	3	1	0	2	7e-08	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	0	0	-100	100	NA	NA
Guinea	4	0	0	4	3.2e-07	0.0	20	8	5	1.6e-06	6.4e-07	4e-07	0	0	100	100	NA	NA
United Republic of Tanzania	12	0	0	12	2.1e-07	0.0	60	24	15	1.05e-06	4.2e-07	2.625e-07	0	0	100	100	NA	NA
Republic of the Congo	4	0	0	4	7.6e-07	0.0	20	8	5	3.8e-06	1.52e-06	9.5e-07	0	0	100	100	NA	NA
Democratic Republic of the Congo	48	2	0	46	5.7e-07	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	3	0	-66.7	-100	NA	NA
Rwanda	41	0	0	41	3.33e-06	0.0	205	82	51.25	1.665e-05	6.66e-06	4.1625e-06	1	0	-75	100	NA	NA
Somalia	1	0	0	1	7e-08	0.0	5	2	1.25	3.5e-07	1.4e-07	8.75e-08	0	0	100	100	NA	NA
Ivory Coast	80	0	3	77	3.19e-06	0.0	400	160	100	1.595e-05	6.38e-06	3.9875e-06	7	0	-85.4	100	NA	NA
Nigeria	51	1	2	48	2.6e-07	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	7	0	75	100	NA	NA
Cameroon	75	1	2	72	2.97e-06	4e-08	333.333333333	153.846153846	100	1.33333333333e-05	6.15384615385e-06	4e-06	9	1	-10	100	NA	NA
Burkina Faso	146	4	10	132	7.39e-06	2e-07	1333.33333333	615.384615385	400	6.66666666667e-05	3.07692307692e-05	2e-05	32	0	113.3	100	NA	NA
Benin	6	0	0	6	5.2e-07	0.0	30	12	7.5	2.6e-06	1.04e-06	6.5e-07	0	0	-100	100	NA	NA
Ghana	93	4	0	89	3.12e-06	1.3e-07	1333.33333333	615.384615385	400	4.33333333333e-05	2e-05	1.3e-05	40	2	53.8	100	NA	NA
Algeria	302	21	65	216	7.15e-06	5e-07	7000	3230.76923077	2100	0.000166666666667	7.69230769231e-05	5e-05	38	2	11.8	0	NA	NA
Zambia	12	0	0	12	6.9e-07	0.0	60	24	15	3.45e-06	1.38e-06	8.625e-07	9	0	100	100	NA	NA
Cape Verde	4	1	0	3	7.36e-06	1.84e-06	333.333333333	153.846153846	100	0.000613333333333	0.000283076923077	0.000184	1	0	100	-100	NA	NA
Togo	23	0	1	22	2.92e-06	0.0	115	46	28.75	1.46e-05	5.84e-06	3.65e-06	3	0	50	100	NA	NA
Zimbabwe	3	1	0	2	2.1e-07	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	0	0	100	100	NA	NA
Senegal	99	0	9	90	6.24e-06	0.0	495	198	123.75	3.12e-05	1.248e-05	7.8e-06	13	0	85.7	100	NA	NA
Eritrea	4	0	0	4	8.9e-07	0.0	20	8	5	4.45e-06	1.78e-06	1.1125e-06	3	0	100	100	NA	NA
Libya	1	0	0	1	1.5e-07	0.0	5	2	1.25	7.5e-07	3e-07	1.875e-07	0	0	100	100	NA	NA
Gambia	3	1	0	2	1.32e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	0	0	-100	100	NA	NA
Central African Republic	3	0	0	3	6.4e-07	0.0	15	6	3.75	3.2e-06	1.28e-06	8e-07	0	0	100	100	NA	NA
Mauritius	48	2	0	46	3.794e-05	1.58e-06	666.666666667	307.692307692	200	0.000526666666667	0.000243076923077	0.000158	6	0	0	100	NA	NA
Morocco	225	6	7	212	6.24e-06	1.7e-07	2000	923.076923077	600	5.66666666667e-05	2.61538461538e-05	1.7e-05	55	1	103.7	0	NA	NA
Mauritania	2	0	0	2	4.5e-07	0.0	10	4	2.5	2.25e-06	9e-07	5.625e-07	0	0	100	100	NA	NA
Gabon	6	1	0	5	2.83e-06	4.7e-07	333.333333333	153.846153846	100	0.000156666666667	7.23076923077e-05	4.7e-05	0	0	-100	100	NA	NA
Guinea-Bissau	2	0	0	2	1.07e-06	0.0	10	4	2.5	5.35e-06	2.14e-06	1.3375e-06	NA	NA	100	100	NA	NA
Mali	2	0	0	2	1e-07	0.0	10	4	2.5	5e-07	2e-07	1.25e-07	NA	NA	100	100	NA	NA
Namibia	7	0	2	5	2.86e-06	0.0	35	14	8.75	1.43e-05	5.72e-06	3.575e-06	0	0	-100	100	NA	NA
Seychelles	7	0	0	7	7.234e-05	0.0	35	14	8.75	0.0003617	0.00014468	9.0425e-05	0	0	100	100	NA	NA
Angola	3	0	0	3	1e-07	0.0	15	6	3.75	5e-07	2e-07	1.25e-07	0	0	100	100	NA	NA
Chad	3	0	0	3	1.9e-07	0.0	15	6	3.75	9.5e-07	3.8e-07	2.375e-07	0	0	-100	100	NA	NA
Equatorial Guinea	9	0	0	9	6.88e-06	0.0	45	18	11.25	3.44e-05	1.376e-05	8.6e-06	0	0	100	100	NA	NA
Egypt	456	21	95	340	4.63e-06	2.1e-07	7000	3230.76923077	2100	7e-05	3.23076923077e-05	2.1e-05	54	1	50	0	25000	2.5e-4
South Africa	709	0	12	697	1.227e-05	0.0	3545	1418	886.25	6.135e-05	2.454e-05	1.53375e-05	155	0	2	100	NA	NA
Tunisia	173	5	2	166	1.496e-05	4.3e-07	1666.66666667	769.230769231	500	0.000143333333333	6.61538461538e-05	4.3e-05	59	1	136	0	NA	NA
Djibouti	11	0	0	11	1.147e-05	0.0	55	22	13.75	5.735e-05	2.294e-05	1.43375e-05	8	0	100	100	NA	NA
Mozambique	5	0	0	5	1.7e-07	0.0	25	10	6.25	8.5e-07	3.4e-07	2.125e-07	2	0	0	100	NA	NA
Uganda	14	0	0	14	3.3e-07	0.0	70	28	17.5	1.65e-06	6.6e-07	4.125e-07	5	0	100	100	NA	NA
Ethiopia	12	0	0	12	1.1e-07	0.0	60	24	15	5.5e-07	2.2e-07	1.375e-07	0	0	-100	100	NA	NA
Kenya	28	0	1	27	5.4e-07	0.0	140	56	35	2.7e-06	1.08e-06	6.75e-07	3	0	-66.7	100	NA	NA
Niger	7	1	0	6	3.1e-07	4e-08	333.333333333	153.846153846	100	1.33333333333e-05	6.15384615385e-06	4e-06	4	1	100	100	NA	NA
East Timor	1	0	0	1	7.9e-07	0.0	5	2	1.25	3.95e-06	1.58e-06	9.875e-07	0	0	100	100	NA	NA
Afghanistan	84	2	2	80	2.26e-06	5e-08	666.666666667	307.692307692	200	1.66666666667e-05	7.69230769231e-06	5e-06	10	1	-70.6	100	NA	NA
Qatar	537	0	41	496	0.00019305	0.0	2685	1074	671.25	0.00096525	0.0003861	0.0002413125	11	0	-56	100	NA	NA
Bangladesh	39	5	7	27	2.4e-07	3e-08	1666.66666667	769.230769231	500	1e-05	4.61538461538e-06	3e-06	0	1	-100	0	NA	NA
Bhutan	2	0	0	2	2.65e-06	0.0	10	4	2.5	1.325e-05	5.3e-06	3.3125e-06	0	0	100	100	NA	NA
Kuwait	195	0	43	152	4.713e-05	0.0	975	390	243.75	0.00023565	9.426e-05	5.89125e-05	4	0	100	100	NA	NA
Nepal	3	0	1	2	1.1e-07	0.0	15	6	3.75	5.5e-07	2.2e-07	1.375e-07	1	0	100	100	687	2.4e-5
Cambodia	96	0	10	86	5.91e-06	0.0	480	192	120	2.955e-05	1.182e-05	7.3875e-06	5	0	25	100	NA	NA
Laos	3	0	0	3	4.2e-07	0.0	15	6	3.75	2.1e-06	8.4e-07	5.25e-07	1	0	100	100	NA	NA
Thailand	934	4	70	860	1.345e-05	6e-08	1333.33333333	615.384615385	400	2e-05	9.23076923077e-06	6e-06	107	0	0.9	-100	13077	1.88e-4
Bahrain	419	4	177	238	0.00026697	2.55e-06	1333.33333333	615.384615385	400	0.00085	0.000392307692308	0.000255	27	1	80	0	NA	NA
Brunei	109	0	2	107	0.0002541	0.0	545	218	136.25	0.0012705	0.0005082	0.000317625	5	0	-61.5	100	NA	NA
Saudi Arabia	900	2	29	869	2.671e-05	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	133	1	-35.1	0	NA	NA
Iran	27017	2077	9625	15315	0.00033028	2.539e-05	692333.333333	319538.461538	207700	0.00846333333333	0.00390615384615	0.002539	2206	143	25.2	17.2	NA	NA
Singapore	631	2	160	469	0.00011191	3.5e-07	666.666666667	307.692307692	200	0.000116666666667	5.38461538462e-05	3.5e-05	73	0	49	100	39000	0.006838
Jordan	172	0	1	171	1.728e-05	0.0	860	344	215	8.64e-05	3.456e-05	2.16e-05	18	0	-33.3	100	NA	NA
China	81661	3285	73773	4603	5.863e-05	2.36e-06	1095000	505384.615385	328500	0.000786666666667	0.000363076923077	0.000236	70	4	-26.3	-42.9	NA	NA
Iraq	346	29	103	214	9e-06	7.5e-07	9666.66666667	4461.53846154	2900	0.00025	0.000115384615385	7.5e-05	30	2	-40	-50	NA	NA
Kazakhstan	81	0	0	81	4.43e-06	0.0	405	162	101.25	2.215e-05	8.86e-06	5.5375e-06	9	0	-10	100	NA	NA
Kyrgyzstan	44	0	0	44	6.97e-06	0.0	220	88	55	3.485e-05	1.394e-05	8.7125e-06	2	0	-92.3	100	NA	NA
Maldives	13	0	8	5	2.521e-05	0.0	65	26	16.25	0.00012605	5.042e-05	3.15125e-05	0	0	100	100	NA	NA
Oman	99	0	17	82	2.05e-05	0.0	495	198	123.75	0.0001025	4.1e-05	2.5625e-05	15	0	-16.7	100	NA	NA
Philippines	636	38	26	572	5.96e-06	3.6e-07	12666.6666667	5846.15384615	3800	0.00012	5.53846153846e-05	3.6e-05	84	3	-6.7	50	1959	1.9e-5
Indonesia	790	58	31	701	2.95e-06	2.2e-07	19333.3333333	8923.07692308	5800	7.33333333333e-05	3.38461538462e-05	2.2e-05	104	3	-2.8	-50	3332	1.24e-5
Vietnam	141	0	17	124	1.48e-06	0.0	705	282	176.25	7.4e-06	2.96e-06	1.85e-06	7	0	-36.4	100	30548	3.15e-4
Mongolia	10	0	0	10	3.15e-06	0.0	50	20	12.5	1.575e-05	6.3e-06	3.9375e-06	0	0	100	100	NA	NA
Japan	1307	45	310	952	1.033e-05	3.6e-07	15000	6923.07692308	4500	0.00012	5.53846153846e-05	3.6e-05	114	2	75.4	100	NA	NA
Syria	5	0	0	5	3e-07	0.0	25	10	6.25	1.5e-06	6e-07	3.75e-07	4	0	100	100	NA	NA
Taiwan	235	2	29	204	9.88e-06	8e-08	666.666666667	307.692307692	200	2.66666666667e-05	1.23076923077e-05	8e-06	20	0	0	100	27532	0.001158
Pakistan	1063	8	21	1034	5.01e-06	4e-08	2666.66666667	1230.76923077	800	1.33333333333e-05	6.15384615385e-06	4e-06	91	1	-6.2	0	6123	2.9e-5
United Arab Emirates	333	2	52	279	3.458e-05	2.1e-07	666.666666667	307.692307692	200	7e-05	3.23076923077e-05	2.1e-05	85	0	70	100	NA	NA
