Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Choctaw	0.057	6.135	4.42e-06	0.00047778
Limestone	0.008	6.78	8e-08	7.049e-05
Pike	0.14	14.976	4.21e-06	0.00044923
Cherokee	0.04	4.279	1.54e-06	0.00016437
Montgomery	0.836	87.158	3.7e-06	0.00038606
Tuscaloosa	1.247	129.959	5.97e-06	0.00062208
Russell	0.341	36.371	5.9e-06	0.00062947
Bullock	0.047	5.113	4.67e-06	0.0005043
Lee	2.73	284.432	1.665e-05	0.00173496
Washington	0.168	17.509	1.026e-05	0.00106909
Etowah	0.795	85.891	7.76e-06	0.00083796
Wilcox	0.231	24.604	2.17e-05	0.00231525
Sumter	0.156	17.718	1.227e-05	0.0013961
Baldwin	0.818	85.213	3.75e-06	0.00039084
Macon	0.14	15.946	7.6e-06	0.00086481
Coosa	0.085	9.203	7.95e-06	0.00085886
Fayette	0.047	5.315	2.84e-06	0.00032346
Jefferson	4.47	465.752	6.78e-06	0.00070643
Bibb	0.156	17.718	6.95e-06	0.00079098
Barbour	0.0	0.0	0.0	0.0
Covington	0.169	18.548	4.57e-06	0.00050148
Monroe	0.025	2.792	1.19e-06	0.00013253
Lamar	0.105	10.895	7.55e-06	0.00078697
Lawrence	0.0	0.0	0.0	0.0
Marion	0.519	54.085	1.744e-05	0.00181718
Dale	0.067	7.994	1.37e-06	0.00016329
Elmore	0.246	25.681	3.01e-06	0.00031361
Autauga	0.099	10.435	1.78e-06	0.00018767
Talladega	0.429	44.746	5.38e-06	0.00056054
Houston	0.526	54.863	5.03e-06	0.00052389
Colbert	0.06	6.418	1.1e-06	0.00011721
Henry	0.0	0.0	0.0	0.0
Madison	1.408	146.69	3.84e-06	0.00040023
Conecuh	0.034	3.997	2.74e-06	0.00032557
Geneva	0.0	0.0	0.0	0.0
Tallapoosa	0.754	78.598	1.863e-05	0.00194084
Cullman	0.329	34.241	3.94e-06	0.00041035
Calhoun	0.78	81.322	6.83e-06	0.00071162
Clarke	9.792	567.997	0.00040935	0.02374567
Marshall	1.414	150.834	1.471e-05	0.00156941
Unassigned	0.0	0.0	N/A	N/A
Randolph	0.276	30.262	1.215e-05	0.00133166
Dallas	0.07	7.488	1.83e-06	0.00019546
Clay	0.08	8.558	6.04e-06	0.00064467
Mobile	6.505	677.811	1.572e-05	0.00163819
De Kalb	0.114	12.27	1.59e-06	0.00017189
Shelby	1.579	164.589	7.32e-06	0.00076302
Chilton	0.311	33.162	7.04e-06	0.00075107
Crenshaw	0.009	0.976	6.4e-07	7.062e-05
Franklin	0.071	7.393	2.26e-06	0.00023572
Coffee	49.978	2365.687	0.00096279	0.04557374
Butler	0.09	9.628	4.59e-06	0.00048921
Blount	0.05	5.349	8.7e-07	9.247e-05
Greene	0.178	19.524	2.163e-05	0.00237141
Escambia	0.1	11.168	2.73e-06	0.0003039
Lauderdale	0.134	14.008	1.45e-06	0.00015162
Perry	0.0	0.0	0.0	0.0
Chambers	1.975	205.833	5.876e-05	0.00612326
Morgan	0.272	28.696	2.28e-06	0.00024096
Cleburne	0.06	6.418	4.01e-06	0.00042827
Lowndes	0.17	18.405	1.708e-05	0.00184533
Hale	0.148	16.832	1.004e-05	0.00114302
Winston	0.018	1.952	7.5e-07	8.252e-05
Walker	0.709	73.929	1.114e-05	0.00116038
Marengo	0.189	20.45	9.93e-06	0.00107261
Pickens	0.211	22.465	1.056e-05	0.00112673
Saint Clair	0.329	34.241	3.7e-06	0.00038607
Jackson	0.217	22.568	4.19e-06	0.00043621
