Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	18092	950	173	16969	8.637e-5	4.54e-6	316666.666667	146153.846154	95000	0.00151333333333	6.98461538462e-4	4.54e-4	62985	2.96e-4
Belize	9	1	0	8	2.349e-5	2.61e-6	333.333333333	153.846153846	100	8.7e-4	4.01538461538e-4	2.61e-4	364	9.15e-4
Colombia	2223	69	174	1980	4.477e-5	1.39e-6	23000	10615.3846154	6900	4.63333333333e-4	2.13846153846e-4	1.39e-4	33575	6.6e-4
Suriname	10	1	4	5	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	NA	NA
Uruguay	456	7	192	257	1.322e-4	2.03e-6	2333.33333333	1076.92307692	700	6.76666666667e-4	3.12307692308e-4	2.03e-4	6175	0.001778
Peru	5256	138	1438	3680	1.6431e-4	4.31e-6	46000	21230.7692308	13800	0.00143666666667	6.63076923077e-4	4.31e-4	48465	0.00147
Ecuador	4965	272	339	4354	2.9062e-4	1.592e-5	90666.6666667	41846.1538462	27200	0.00530666666667	0.00244923076923	0.001592	19102	0.001083
Chile	5972	57	1274	4641	3.1886e-4	3.04e-6	19000	8769.23076923	5700	0.00101333333333	4.67692307692e-4	3.04e-4	68353	0.003576
Guyana	37	6	8	23	4.75e-5	7.7e-6	2000	923.076923077	600	0.00256666666667	0.00118461538462	7.7e-4	145	1.84e-4
Grenada	12	0	0	12	1.0767e-4	0	60	24	15	5.3835e-4	2.1534e-4	1.345875e-4	45	4e-4
Argentina	1795	72	365	1358	4.034e-5	1.62e-6	24000	11076.9230769	7200	5.4e-4	2.49230769231e-4	1.62e-4	14850	3.29e-4
Bolivia	264	18	2	244	2.325e-5	1.59e-6	6000	2769.23076923	1800	5.3e-4	2.44615384615e-4	1.59e-4	591	5.1e-5
Venezuela	171	9	84	78	5.92e-6	3.1e-7	3000	1384.61538462	900	1.03333333333e-4	4.76923076923e-5	3.1e-5	139282	0.004898
Barbados	66	3	11	52	2.3025e-4	1.047e-5	1000	461.538461538	300	0.00349	0.00161076923077	0.001047	694	0.002415
