Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Ida-Viru	6	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	2020-03-20
Ida-Viru	6	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	2020-03-21
Ida-Viru	6	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	2020-03-22
Ida-Viru	6	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	2020-03-23
Ida-Viru	6	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	2020-03-24
Ida-Viru	8	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	2020-03-25
Ida-Viru	14	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	2020-03-27
Ida-Viru	14	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	2020-03-28
Ida-Viru	14	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	2020-03-29
Ida-Viru	19	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	2020-03-30
Ida-Viru	22	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	2020-03-31
Ida-Viru	6.054	6.054	2020-04-06
Ida-Viru	6.054	6.054	2020-04-06
Ida-Viru	6.054	6.054	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	6.054	6.054	6.054	N/A	2020-04-06
Ida-Viru	7.157	7.157	N/A	N/A	2020-04-07
Ida-Viru	0.0	0.0	N/A	N/A	2020-04-08
Ida-Viru	0.0	0.0	N/A	N/A	2020-04-09
Ida-Viru	0.0	0.0	N/A	N/A	2020-04-10
Ida-Viru	-0.13	-0.13	N/A	N/A	2020-04-11
Ida-Viru	-0.127	-0.257	N/A	N/A	2020-04-12
