Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Carson City	5	0	0	0	9.023e-05	0.0	25	10	6.25	0.00045115	0.00018046	0.0001127875	0	0	0	0
White Pine	1	0	0	0	0.00010554	0.0	5	2	1.25	0.0005277	0.00021108	0.000131925	0	0	0	0
Lyon	1	0	0	0	1.792e-05	0.0	5	2	1.25	8.96e-05	3.584e-05	2.24e-05	0	0	0	0
Humboldt	5	0	0	0	0.00029787	0.0	25	10	6.25	0.00148935	0.00059574	0.0003723375	0	0	0	0
Clark	1125	34	0	0	0.00050411	1.524e-05	11333.3333333	5230.76923077	3400	0.00508	0.00234461538462	0.001524	164	6	0	0
Elko	5	0	0	0	9.531e-05	0.0	25	10	6.25	0.00047655	0.00019062	0.0001191375	0	0	0	0
Douglas	6	0	0	0	0.0001238	0.0	30	12	7.5	0.000619	0.0002476	0.00015475	0	0	0	0
Unassigned	148	0	0	0	N/A	N/A	740	296	185	N/A	N/A	N/A	0	0	0	0
Washoe	163	4	0	0	0.00034998	8.59e-06	1333.33333333	615.384615385	400	0.00286333333333	0.00132153846154	0.000859	20	1	0	0
Nye	4	0	0	0	8.821e-05	0.0	20	8	5	0.00044105	0.00017642	0.0001102625	0	0	0	0
