Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Turkey	208938.0	5282.0	187511.0	16145.0	0.00253813	6.416e-05	1760666.66667	812615.384615	528200.0	0.0213866666667	0.00987076923077	0.006416
Italy	242149	34914	193640	13595	0.00400701	0.00057775	11638000.0	5371384.61538	3491400.0	0.192583333333	0.0888846153846	0.057775
Czech Republic	12814.0	351.0	8010.0	4453.0	0.00120594	3.303e-05	117000.0	54000.0	35100.0	0.01101	0.00508153846154	0.003303
Monaco	108.0	4.0	95.0	9.0	0.002792	0.00010341	1333.33333333	615.384615385	400.0	0.03447	0.0159092307692	0.010341
Lithuania	1854.0	79.0	1552.0	223.0	0.00066463	2.832e-05	26333.3333333	12153.8461538	7900.0	0.00944	0.00435692307692	0.002832
Luxembourg	4650.0	110.0	4056.0	484.0	0.00765145	0.000181	36666.6666667	16923.0769231	11000.0	0.0603333333333	0.0278461538462	0.0181
France	206072	29936	77780	98356	0.00307629	0.00044689	9978666.66667	4605538.46154	2993600.0	0.148963333333	0.0687523076923	0.044689
Andorra	855.0	52.0	802.0	1.0	0.01110303	0.00067527	17333.3333333	8000.0	5200.0	0.22509	0.103887692308	0.067527
Georgia	963.0	15.0	841.0	107.0	0.00025811	4.02e-06	5000.0	2307.69230769	1500.0	0.00134	0.000618461538462	0.000402
Slovakia	1798.0	28.0	1473.0	297.0	0.00033009	5.14e-06	9333.33333333	4307.69230769	2800.0	0.00171333333333	0.000790769230769	0.000514
Ireland	25542.0	1738.0	23364.0	440.0	0.00526259	0.00035809	579333.333333	267384.615385	173800.0	0.119363333333	0.0550907692308	0.035809
Norway	8950.0	251.0	8138.0	561.0	0.00168412	4.723e-05	83666.6666667	38615.3846154	25100.0	0.0157433333333	0.00726615384615	0.004723
Israel	33557.0	344.0	18338.0	14875.0	0.00377733	3.872e-05	114666.666667	52923.0769231	34400.0	0.0129066666667	0.00595692307692	0.003872
Belarus	64224.0	443.0	52854.0	10927.0	0.00677084	4.67e-05	147666.666667	68153.8461538	44300.0	0.0155666666667	0.00718461538462	0.00467
Iceland	1880.0	10.0	1850.0	20.0	0.00531713	2.828e-05	3333.33333333	1538.46153846	1000.0	0.00942666666667	0.00435076923077	0.002828
Montenegro	960.0	17.0	320.0	623.0	0.00154255	2.732e-05	5666.66666667	2615.38461538	1700.0	0.00910666666667	0.00420307692308	0.002732
Slovenia	1763.0	111.0	1429.0	223.0	0.00085277	5.369e-05	37000.0	17076.9230769	11100.0	0.0178966666667	0.00826	0.005369
Germany	198699	9046	183153	6500	0.00239604	0.00010908	3015333.33333	1391692.30769	904600.0	0.03636	0.0167815384615	0.010908
Bosnia and Herzegovina	5869.0	209.0	2769.0	2891.0	0.00176568	6.288e-05	69666.6666667	32153.8461538	20900.0	0.02096	0.00967384615385	0.006288
Armenia	29820.0	521.0	17427.0	11872.0	0.01010239	0.0001765	173666.666667	80153.8461538	52100.0	0.0588333333333	0.0271538461538	0.01765
Belgium	62123.0	9776.0	17138.0	35209.0	0.00543886	0.00085589	3258666.66667	1504000.0	977600.0	0.285296666667	0.131675384615	0.085589
Spain	252513	28396	150376	73742	0.00540438	0.00060774	9465333.33333	4368615.38462	2839600.0	0.20258	0.0934984615385	0.060774
Ukraine	51457	1323	23912	26222	0.00115316	2.965e-05	441000.0	203538.461538	132300.0	0.00988333333333	0.00456153846154	0.002965
San Marino	698.0	42.0	656.0	0.0	0.02066006	0.00124316	14000.0	6461.53846154	4200.0	0.414386666667	0.191255384615	0.124316
Netherlands	50959	6154	187	44618	0.0029574	0.00035715	2051333.33333	946769.230769	615400.0	0.11905	0.0549461538462	0.035715
Denmark	13101	609	12202	290	0.00225979	0.00010505	203000.0	93692.3076923	60900.0	0.0350166666667	0.0161615384615	0.010505
Poland	36689.0	1542.0	24878.0	10269.0	0.00096605	4.06e-05	514000.0	237230.769231	154200.0	0.0135333333333	0.00624615384615	0.00406
Finland	7265.0	329.0	6800.0	136.0	0.00131659	5.962e-05	109666.666667	50615.3846154	32900.0	0.0198733333333	0.00917230769231	0.005962
Macedonia	7406.0	359.0	3554.0	3493.0	0.00355552	0.00017235	119666.666667	55230.7692308	35900.0	0.05745	0.0265153846154	0.017235
Moldova	18471.0	614.0	11549.0	6308.0	0.00520914	0.00017316	204666.666667	94461.5384615	61400.0	0.05772	0.02664	0.017316
Sweden	73858	5482	0	68376	0.00725294	0.00053834	1827333.33333	843384.615385	548200.0	0.179446666667	0.0828215384615	0.053834
Latvia	1141.0	30.0	1008.0	103.0	0.00059225	1.557e-05	10000.0	4615.38461538	3000.0	0.00519	0.00239538461538	0.001557
Croatia	3325.0	114.0	2277.0	934.0	0.00081308	2.788e-05	38000.0	17538.4615385	11400.0	0.00929333333333	0.00428923076923	0.002788
Malta	673.0	9.0	654.0	10.0	0.00139185	1.861e-05	3000.0	1384.61538462	900.0	0.00620333333333	0.00286307692308	0.001861
Vatican	12.0	0.0	12.0	0.0	0.01498127	0.0	60.0	24.0	15.0	0.07490635	0.02996254	0.0187265875
Switzerland	32498.0	1966.0	29400.0	1132.0	0.00381587	0.00023084	655333.333333	302461.538462	196600.0	0.0769466666667	0.0355138461538	0.023084
Russia	699749	10650	471718	217381	0.00484329	7.371e-05	3550000.0	1638461.53846	1065000.0	0.02457	0.01134	0.007371
Bulgaria	6342.0	259.0	3166.0	2917.0	0.00090288	3.687e-05	86333.3333333	39846.1538462	25900.0	0.01229	0.00567230769231	0.003687
Romania	30175.0	1817.0	20799.0	7559.0	0.00154951	9.33e-05	605666.666667	279538.461538	181700.0	0.0311	0.0143538461538	0.00933
Albania	3106.0	83.0	1791.0	1232.0	0.0010836	2.896e-05	27666.6666667	12769.2307692	8300.0	0.00965333333333	0.00445538461538	0.002896
Portugal	44859.0	1631.0	29714.0	13514.0	0.00436297	0.00015863	543666.666667	250923.076923	163100.0	0.0528766666667	0.0244046153846	0.015863
Estonia	2003.0	69.0	1882.0	52.0	0.00151641	5.224e-05	23000.0	10615.3846154	6900.0	0.0174133333333	0.00803692307692	0.005224
Kosovo	3886.0	82.0	2003.0	1801.0	0.00210589	4.444e-05	27333.3333333	12615.3846154	8200.0	0.0148133333333	0.00683692307692	0.004444
Liechtenstein	84.0	1.0	81.0	2.0	0.00221577	2.638e-05	333.333333333	153.846153846	100.0	0.00879333333333	0.00405846153846	0.002638
Azerbaijan	21916.0	274.0	13100.0	8542.0	0.00220431	2.756e-05	91333.3333333	42153.8461538	27400.0	0.00918666666667	0.00424	0.002756
United Kingdom	288511	44602	1378	242531	0.00433923	0.00067082	14867333.3333	6861846.15385	4460200.0	0.223606666667	0.103203076923	0.067082
Austria	18513.0	706.0	16721.0	1086.0	0.00209257	7.98e-05	235333.333333	108615.384615	70600.0	0.0266	0.0122769230769	0.00798
West Bank and Gaza	5029.0	20.0	494.0	4515.0	N/A	N/A	6666.66666667	3076.92307692	2000.0	N/A	N/A	N/A
Republic of Serbia	17076.0	341.0	13562.0	3173.0	0.00244569	4.884e-05	113666.666667	52461.5384615	34100.0	0.01628	0.00751384615385	0.004884
Greece	3622.0	193.0	1374.0	2055.0	0.00033763	1.799e-05	64333.3333333	29692.3076923	19300.0	0.00599666666667	0.00276769230769	0.001799
Hungary	4210.0	589.0	2885.0	736.0	0.00043096	6.029e-05	196333.333333	90615.3846154	58900.0	0.0200966666667	0.00927538461538	0.006029
Cyprus	1008.0	19.0	839.0	150.0	0.00086154	1.624e-05	6333.33333333	2923.07692308	1900.0	0.00541333333333	0.00249846153846	0.001624
