Name	Confirmed	Deaths	Recovered	Active
Sherman	0	0	0	0
Jackson	2	0	0	0
Grant	1	0	0	0
Union	1	0	0	0
Wheeler	0	0	0	0
Umatilla	2	0	0	0
Yamhill	6	0	0	0
Douglas	1	0	0	0
Klamath	1	0	0	0
Wasco	0	0	0	0
Jefferson	0	0	0	0
Hood River	0	0	0	0
Lincoln	0	0	0	0
Coos	0	0	0	0
Multnomah	19	1	0	0
Columbia	0	0	0	0
Tillamook	0	0	0	0
Clackamas	12	0	0	0
Linn	19	1	0	0
Lane	4	1	0	0
Wallowa	0	0	0	0
Baker	0	0	0	0
Clatsop	0	0	0	0
Benton	4	0	0	0
Lake	0	0	0	0
Morrow	0	0	0	0
Malheur	0	0	0	0
Deschutes	10	0	0	0
Curry	0	0	0	0
Gilliam	0	0	0	0
Harney	0	0	0	0
Josephine	1	0	0	0
Washington	55	1	0	0
Crook	0	0	0	0
Marion	22	1	0	0
Polk	1	0	0	0
