Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Jackson	19.0	1.0	0.0	0.0	0.00066188	3.484e-05	333.333333333	153.846153846	100.0	0.0116133333333	0.00536	0.003484
Braxton	1.0	0.0	0.0	0.0	7.098e-05	0.0	5.0	2.0	1.25	0.0003549	0.00014196	8.8725e-05
Pendleton	1.0	0.0	0.0	0.0	0.00014292	0.0	5.0	2.0	1.25	0.0007146	0.00028584	0.00017865
Wyoming	1.0	0.0	0.0	0.0	4.811e-05	0.0	5.0	2.0	1.25	0.00024055	9.622e-05	6.01375e-05
Hampshire	1.0	0.0	0.0	0.0	4.283e-05	0.0	5.0	2.0	1.25	0.00021415	8.566e-05	5.35375e-05
Mason	6.0	0.0	0.0	0.0	0.00022457	0.0	30.0	12.0	7.5	0.00112285	0.00044914	0.0002807125
Roane	2.0	0.0	0.0	0.0	0.00014355	0.0	10.0	4.0	2.5	0.00071775	0.0002871	0.0001794375
Wirt	1.0	0.0	0.0	0.0	0.00017153	0.0	5.0	2.0	1.25	0.00085765	0.00034306	0.0002144125
Jefferson	38.0	0.0	0.0	0.0	0.00066888	0.0	190.0	76.0	47.5	0.0033444	0.00133776	0.0008361
Morgan	4.0	0.0	0.0	0.0	0.00022488	0.0	20.0	8.0	5.0	0.0011244	0.00044976	0.0002811
McDowell	3.0	0.0	0.0	0.0	0.00016463	0.0	15.0	6.0	3.75	0.00082315	0.00032926	0.0002057875
Putnam	10.0	0.0	0.0	0.0	0.00017642	0.0	50.0	20.0	12.5	0.0008821	0.00035284	0.000220525
Nicholas	2.0	0.0	0.0	0.0	8.051e-05	0.0	10.0	4.0	2.5	0.00040255	0.00016102	0.0001006375
Greenbrier	3.0	0.0	0.0	0.0	8.624e-05	0.0	15.0	6.0	3.75	0.0004312	0.00017248	0.0001078
Wood	14.0	0.0	0.0	0.0	0.00016626	0.0	70.0	28.0	17.5	0.0008313	0.00033252	0.000207825
Fayette	1.0	0.0	0.0	0.0	2.325e-05	0.0	5.0	2.0	1.25	0.00011625	4.65e-05	2.90625e-05
Tucker	3.0	0.0	0.0	0.0	0.00043134	0.0	15.0	6.0	3.75	0.0021567	0.00086268	0.000539175
Unassigned	21.0	0.0	0.0	0.0	N/A	N/A	105.0	42.0	26.25	N/A	N/A	N/A
Barbour	4.0	0.0	0.0	0.0	0.00024191	0.0	20.0	8.0	5.0	0.00120955	0.00048382	0.0003023875
Berkeley	66.0	0.0	0.0	0.0	0.00056351	0.0	330.0	132.0	82.5	0.00281755	0.00112702	0.0007043875
Brooke	1.0	0.0	0.0	0.0	4.504e-05	0.0	5.0	2.0	1.25	0.0002252	9.008e-05	5.63e-05
