Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Goshen	1	0	0	0	7.476e-5	0	5	2	1.25	3.738e-4	1.4952e-4	9.345e-5	0	0	0	0
Albany	1	0	0	0	2.591e-5	0	5	2	1.25	1.2955e-4	5.182e-5	3.23875e-5	0	0	0	0
Sheridan	10	0	0	0	3.3076e-4	0	50	20	12.5	0.0016538	6.6152e-4	4.1345e-4	2	0	0	0
Sweetwater	2	0	0	0	4.646e-5	0	10	4	2.5	2.323e-4	9.292e-5	5.8075e-5	1	0	0	0
Natrona	12	0	0	0	1.5168e-4	0	60	24	15	7.584e-4	3.0336e-4	1.896e-4	2	0	0	0
Johnson	7	0	0	0	8.2742e-4	0	35	14	8.75	0.0041371	0.00165484	0.001034275	2	0	0	0
Park	1	0	0	0	3.41e-5	0	5	2	1.25	1.705e-4	6.82e-5	4.2625e-5	0	0	0	0
Converse	1	0	0	0	7.331e-5	0	5	2	1.25	3.6655e-4	1.4662e-4	9.16375e-5	0	0	0	0
Fremont	25	0	0	0	6.3242e-4	0	125	50	31.25	0.0031621	0.00126484	7.90525e-4	1	0	0	0
Laramie	22	0	0	0	2.2228e-4	0	110	44	27.5	0.0011114	4.4456e-4	2.7785e-4	2	0	0	0
Washakie	1	0	0	0	1.2682e-4	0	5	2	1.25	6.341e-4	2.5364e-4	1.58525e-4	0	0	0	0
Sublette	1	0	0	0	1.0191e-4	0	5	2	1.25	5.0955e-4	2.0382e-4	1.273875e-4	0	0	0	0
Campbell	2	0	0	0	4.3350000000000003e-005	0	10	4	2.5	2.1675e-4	8.6700000000000007e-005	5.41875e-5	1	0	0	0
Carbon	3	0	0	0	2.0039e-4	0	15	6	3.75	0.00100195	4.0078e-4	2.504875e-4	0	0	0	0
Teton	20	0	0	0	8.6651e-4	0	100	40	25	0.00433255	0.00173302	0.0010831375	4	0	0	0
