UNIQID	NAME	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
Hs.9305	angiotensin receptor-like 1	0.533865724	2.667389535	1.98516763	2.829968141	1.385584648	1.613230122	1.376030511	2.76454443	2.207883885	1.039270948	2.113386414	4.832817262	3.590801314	3.309607441	3.326540934	3.611523553	4.054946803	2.805383713	4.505916536	2.293107754	3.370322623	3.539371538
Hs.181307	"H3 histone, family 3A"	-0.942951315	-0.500171526	-0.705453196	-1.029722281	-0.762296089	-0.675614465	-0.811632422	-0.953632332	-0.83584072	-0.804252823	-0.793684532	-0.32191231	-0.14030858	-0.427467964	-0.418449328	-0.160639234	-0.14831056	-0.19116818	-0.285735118	0.043702049	-0.418531288	-0.660391084
Hs.83484	SRY (sex determining region Y)-box 4	-3.418094026	-3.181358856	-3.276305367	-3.156056907	-2.7373271	-3.358038587	-3.453997514	-3.526112894	-2.563537458	-3.523985561	-2.577259312	-2.392780506	-1.740889988	-2.248737455	-2.64602138	-2.003836761	-2.49147176	-2.624469053	-2.188939422	-2.114790763	-1.895444658	-3.034487728
Hs.93913	"interleukin 6 (interferon, beta 2)"	0.518232262	2.032304607	0.170844319	0.366706385	0.357522765	0.579418121	-0.114224123	0.334412923	0.647780222	2.94148463	1.013843277	3.5487863	0.050873301	-0.047990859	3.127195231	-0.410670827	1.097464063	0.430559275	2.931544477	0.433776612	0.473658573	2.423422354
Hs.17466	retinoic acid receptor responder (tazarotene induced) 3	-1.036408782	-0.607902425	0.129379546	-0.235985504	0.073228291	-0.79585491	-0.444528478	-0.04948496	-1.003109747	-0.10342977	-0.692124365	0.098943789	0.238578688	0.799604486	-0.089488536	0.675252491	0.541495642	0.387899866	-0.331581681	1.392388101	1.533329771	1.058871578
AF042089              	myosin light chain kinase (MLCK) pseudogene	0.627709449	0.013749568	0.228156416	-0.1025213	-0.160058416	0.424506849	0.382891925	-0.393603638	0.790414861	0.252412243	0.731244046	0.03036683	0.399228564	0.205902681	-0.155450458	0.244174949	0.000357658	0.321664931	-0.083559994	0.848333411	0.241940643	0.397418164
Hs.40154	jumonji (mouse) homolog	-1.795356465	-1.897636468	-1.620378036	-1.732859898	-1.982770593	-1.680060773	-1.868673846	-1.643071592	-1.788196814	-1.677199611	-1.893891879	-1.2560362	-1.511206812	-1.162241182	-1.621641768	-1.061549821	-1.359644579	-1.271579609	-1.123555172	-1.014219276	-1.447209551	-1.777846404
Hs.241392	small inducible cytokine A5 (RANTES)	-0.114251381	-0.09910903	0.015987057	-0.124195844	0.243782645	-0.154137031	0.632770461	-0.168016363	0.170285854	-0.002020866	0.011046969	0.608687563	0.369838872	0.214805797	0.631705794	1.332152128	0.529157005	0.17691537	0.715867086	1.084074134	0.723674087	0.545255074
U07802	Human Tis11d gene	0.757569027	0.262255556	0.168104515	0.530795209	0.387496314	-0.010841553	0.237670296	0.970534775	0.429903669	0.216734158	0.415594094	0.53931256	0.333464423	0.044840501	0.538845511	0.705960688	0.147217902	0.462259066	0.62005922	1.189997982	0.35373664	0.442316379
Hs.3187	"nuclear transcription factor, X-box binding 1"	-0.535918565	-0.414044876	-0.355952331	-0.577716543	-0.738540533	-0.51534476	-0.444852328	-0.339738356	-1.197980882	-0.179879463	-1.292606536	-0.347610495	-0.44921706	-0.343426443	-0.341318584	-0.906626857	-0.364108544	-0.550677963	-0.518458832	-1.234603245	-0.788033042	-0.671498684
Hs.179774	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"	-0.990417351	-0.751778678	-0.741324384	-0.961203142	-0.827455686	-1.079013695	-0.985119893	-0.589005929	-1.170268307	-1.086804086	-0.996284474	-0.536462558	-0.61307293	-0.365391829	-0.837704383	-0.250199373	-0.686386546	-0.543764941	-0.435188594	-0.546862908	-0.511873024	-0.628240935
Hs.142827	P311 protein	-2.173491339	-1.159365743	-0.800160082	-1.493238561	-2.217721007	-0.716937178	-1.602681883	-0.382105364	-3.110614374	-1.427849463	-2.969565004	-0.181459368	0.074086468	-0.394468282	-0.906648431	-0.400888739	0.28419	-0.193673268	0.363229139	-1.636046683	-0.469488997	-0.80579097
Hs.272493	"small inducible cytokine subfamily A (Cys-Cys), member 15"	-1.242603376	-0.831464569	-0.483687808	-1.36578552	-0.775082519	-1.041341212	-0.820573947	-2.52983158	-1.500525205	-0.631396387	-0.892818326	-0.809943845	-0.788277507	-1.223956234	-0.904897529	-2.024619723	-0.923600667	-1.020668061	-0.869192398	-1.501223578	-1.038261764	-0.730696795
D90034	hepatitis C-associated microtubular aggregate protein p44	-0.34483987	0.513216837	0.73315691	-0.330794676	1.067839339	0.118625505	-0.048859741	-1.326554874	-0.14229902	0.192449916	0.083055235	0.679150568	1.32859448	1.591415091	0.909772931	2.878836882	0.392245471	0.691595712	1.124207081	0.305079777	1.54020979	1.941772358
Hs.75770	Purinergic receptor (family A group 5)	0.114998301	0.956557836	0.544034841	0.308098224	1.328175424	0.307556947	0.068000217	-0.043498512	0.69400813	0.210678814	1.161881617	1.118753089	1.820769292	1.307183734	1.350958299	1.760860711	1.305640499	0.793657878	1.214403497	0.373944961	1.832452982	1.674606842
Hs.88411	"NK cell triggering receptor, p30"	-0.007244403	0.999304428	0.898465871	1.070905637	0.476207211	0.380640444	0.392491809	0.133017265	0.688113127	0.454991087	0.356100136	1.337786418	1.283720379	1.137855059	1.209604575	1.778377104	1.306135129	0.330707551	0.526572201	1.808369952	1.814979529	1.716306198
Hs.2411	"purinergic receptor P2Y, G-protein coupled, 1"	0.944356969	0.649879891	0.345257227	0.797475695	0.813516866	0.931563591	0.78873538	0.964085187	1.577033791	0.339276156	1.405087202	0.989054419	0.723469539	0.588248902	0.879809412	-4.08E-05	0.660929131	0.855382894	1.491721053	0.876567841	0.845783316	1.323678794
AP001713	"Human genomic DNA, chromosome 21q, section 57/105."	0.300229329	-0.07123165	0.130606897	0.057989902	0.525334363	-0.182728268	0.286490923	0.071243534	0.864644274	-0.042415498	0.111762281	0.117365536	-0.145526739	0.339590716	-0.656932659	0.19185652	-0.07596641	0.256860968	-0.244519433	0.676796378	0.131423579	-0.451099894
BC032589	"Homo sapiens, beta-2-microglobulin"	-0.706913041	0.245940342	0.587743756	0.079750468	0.930614792	0.45113201	0.169622396	-0.417370611	-0.490736399	0.295569989	0.300552227	1.109453133	1.012190646	0.84594903	0.926964367	0.653487741	0.98718438	0.426997301	0.974634605	0.169792738	1.748544571	1.366955385
Hs.914	"major histocompatibility complex, class II, DP alpha 1"	1.063026352	3.7210627	3.331737422	3.517035852	3.35351949	2.455437209	2.461613231	2.033484224	1.336174719	1.622753515	2.499871361	4.352937933	4.308430758	4.246321336	4.72414678	2.800146297	3.75140681	2.71543859	3.243293002	2.991858688	3.542838925	5.299424936
Hs.75415	beta-2-microglobulin	-0.643603447	0.243070959	0.625837489	0.007118662	0.923559593	0.461791081	0.213006641	-0.311850564	-0.471385431	0.312831222	0.429093137	1.125677615	0.986295482	0.803811097	0.945132656	0.774967227	1.05415301	0.359211795	0.9856002	0.220523988	1.73781881	1.298476031
Hs.75262	cathepsin O	0.988082584	1.898104441	1.846900629	0.928693282	2.102146981	1.527989575	1.739887441	0.830346685	1.063446376	1.395020878	2.104797037	2.42992492	2.447235707	2.166178526	2.275132667	2.026056394	1.921657304	1.59675161	2.532080217	1.91959124	2.271610255	2.62671016
Hs.73931	"major histocompatibility complex, class II, DQ beta 1"	1.032342167	3.080484788	2.124234355	2.805061539	1.558456452	2.02422078	1.797065754	2.94691837	1.9932117	1.560733375	1.788750244	3.236159079	2.974864101	2.94223794	3.892886056	2.87860558	3.243937421	1.338751884	3.13244154	3.430323216	2.634064335	4.212788835
