Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Ivory Coast	1	0	0	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	0	0
Mauritania	1	0	0	N/A	2.3e-7	0	5	2	1.25	1.15e-6	4.6e-7	2.875e-7	0	0
Sudan	1	1	0	N/A	2e-8	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	0	0
Guinea	1	0	0	N/A	8e-8	0	5	2	1.25	4e-7	1.6e-7	1e-7	0	0
Ethiopia	5	0	0	N/A	5e-8	0	25	10	6.25	2.5e-7	1e-7	6.25e-8	4	0
Rwanda	5	0	0	N/A	4.1e-7	0	25	10	6.25	2.05e-6	8.2e-7	5.125e-7	4	0
Somalia	1	0	0	N/A	7e-8	0	5	2	1.25	3.5e-7	1.4e-7	8.75e-8	NA	NA
Swaziland	1	0	0	N/A	8.8e-7	0	5	2	1.25	4.4e-6	1.76e-6	1.1e-6	0	0
Nigeria	2	0	0	N/A	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	0	0
Cameroon	4	0	0	N/A	1.6e-7	0	20	8	5	8e-7	3.2e-7	2e-7	2	0
Burkina Faso	15	0	0	N/A	7.6e-7	0	75	30	18.75	3.8e-6	1.52e-6	9.5e-7	12	0
Benin	1	0	0	N/A	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	NA	NA
Ghana	6	0	0	N/A	2e-7	0	30	12	7.5	1e-6	4e-7	2.5e-7	0	0
Algeria	54	4	12	N/A	1.28e-6	9e-8	1333.33333333	615.384615385	400	3e-5	1.38461538462e-5	9e-6	6	0
Republic of the Congo	1	0	0	N/A	1.9e-7	0	5	2	1.25	9.5e-7	3.8e-7	2.375e-7	0	0
Gabon	1	0	0	N/A	4.7e-7	0	5	2	1.25	2.35e-6	9.4e-7	5.875e-7	0	0
Togo	1	0	0	N/A	1.3e-7	0	5	2	1.25	6.5e-7	2.6e-7	1.625e-7	0	0
Liberia	1	0	0	N/A	2.1e-7	0	5	2	1.25	1.05e-6	4.2e-7	2.625e-7	NA	NA
Democratic Republic of the Congo	2	0	0	N/A	2e-8	0	10	4	2.5	1e-7	4e-8	2.5e-8	0	0
Central African Republic	1	0	0	N/A	2.1e-7	0	5	2	1.25	1.05e-6	4.2e-7	2.625e-7	0	0
Morocco	29	1	1	N/A	8e-7	3e-8	333.333333333	153.846153846	100	1e-5	4.61538461538e-6	3e-6	1	0
Namibia	2	0	0	N/A	8.2e-7	0	10	4	2.5	4.1e-6	1.64e-6	1.025e-6	0	0
United Republic of Tanzania	1	0	0	N/A	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	NA	NA
Seychelles	3	0	0	N/A	3.1e-5	0	15	6	3.75	1.55e-4	6.2e-5	3.875e-5	1	0
South Africa	62	0	0	N/A	1.07e-6	0	310	124	77.5	5.35e-6	2.14e-6	1.3375e-6	11	0
Egypt	150	2	27	N/A	1.52e-6	2e-8	666.666666667	307.692307692	200	6.66666666667e-6	3.07692307692e-6	2e-6	40	0
Equatorial Guinea	1	0	0	N/A	7.6e-7	0	5	2	1.25	3.8e-6	1.52e-6	9.5e-7	0	0
Tunisia	20	0	0	N/A	1.73e-6	0	100	40	25	8.65e-6	3.46e-6	2.1625e-6	2	0
Senegal	24	0	2	N/A	1.51e-6	0	120	48	30	7.55e-6	3.02e-6	1.8875e-6	0	0
Kenya	3	0	0	N/A	6e-8	0	15	6	3.75	3e-7	1.2e-7	7.5e-8	0	0
