Name	Confirmed	Deaths	Recovered	Active
Madagascar	3	0	0	3
Ivory Coast	14	0	1	13
Mauritania	2	0	0	2
Sudan	2	1	0	1
Guinea	2	0	0	2
Republic of the Congo	3	0	0	3
Democratic Republic of the Congo	30	1	0	29
Rwanda	19	0	0	19
Somalia	1	0	0	1
Swaziland	4	0	0	4
Nigeria	30	0	2	28
Cameroon	40	0	2	38
Burkina Faso	75	4	5	66
Benin	2	0	0	2
Ghana	23	1	0	22
Algeria	201	17	65	119
Zambia	3	0	0	3
Cape Verde	3	0	0	3
Togo	16	0	0	16
Eritrea	1	0	0	1
Zimbabwe	3	0	0	3
Djibouti	1	0	0	1
Liberia	3	0	0	3
Gambia	1	0	0	1
Central African Republic	3	0	0	3
Equatorial Guinea	6	0	0	6
Mauritius	28	2	0	26
Morocco	115	4	3	108
Gabon	5	1	0	4
United Republic of Tanzania	12	0	0	12
Namibia	3	0	0	3
Seychelles	7	0	0	7
Angola	2	0	0	2
Chad	1	0	0	1
Ethiopia	11	0	0	11
Egypt	327	14	56	257
South Africa	274	0	2	272
Tunisia	75	3	1	71
Senegal	67	0	5	62
Mozambique	1	0	0	1
Uganda	1	0	0	1
Kenya	15	0	0	15
Niger	2	0	0	2
