Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Madagascar	26	0	0	26	9.9e-7	0	130	52	32.5	4.95e-6	1.98e-6	1.2375e-6	0	0	-100	0	NA	NA
Swaziland	9	0	0	9	7.92e-6	0	45	18	11.25	3.96e-5	1.584e-5	9.9e-6	0	0	-100	0	NA	NA
Liberia	3	0	0	3	6.2e-7	0	15	6	3.75	3.1e-6	1.24e-6	7.75e-7	0	0	100	0	NA	NA
Sudan	5	1	0	4	1.2e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2	0	100	0	NA	NA
Guinea	8	0	0	8	6.4e-7	0	40	16	10	3.2e-6	1.28e-6	8e-7	0	0	-100	0	NA	NA
United Republic of Tanzania	14	0	1	13	2.5e-7	0	70	28	17.5	1.25e-6	5e-7	3.125e-7	1	0	100	0	NA	NA
Republic of the Congo	4	0	0	4	7.6e-7	0	20	8	5	3.8e-6	1.52e-6	9.5e-7	0	0	100	0	NA	NA
Democratic Republic of the Congo	65	6	2	57	7.7e-7	7e-8	2000	923.076923077	600	2.33333333333e-5	1.07692307692e-5	7e-6	14	3	100	0	NA	NA
Rwanda	60	0	0	60	4.88e-6	0	300	120	75	2.44e-5	9.76e-6	6.1e-6	6	0	50	0	NA	NA
Somalia	3	0	0	3	2e-7	0	15	6	3.75	1e-6	4e-7	2.5e-7	0	0	-100	0	NA	NA
Ivory Coast	101	0	3	98	4.03e-6	0	505	202	126.25	2.015e-5	8.06e-6	5.0375e-6	0	0	-100	0	NA	NA
Nigeria	89	1	3	85	4.5e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	19	0	280	0	NA	NA
Cameroon	91	2	2	87	3.61e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	0	0	-100	0	NA	NA
Burkina Faso	207	11	21	175	1.048e-5	5.6e-7	3666.66666667	1692.30769231	1100	1.86666666667e-4	8.61538461538e-5	5.6e-5	27	2	-3.6	0	NA	NA
